repo_name;release_count;age;star_count;latest_commit_date
crate/crate-python;19;4019;79;2024-07-01 09:36:13+00:00
cubewise-code/TM1py;30;3238;185;2024-08-19 02:47:31+00:00
getsentry/snuba;81;2372;334;2024-08-29 21:07:00+00:00
jlafon/PynamoDB;64;3874;2429;2024-05-29 18:48:05+00:00
launchdarkly/python-client;105;3676;38;2024-08-26 18:46:08+00:00
newrelic/newrelic-telemetry-sdk-python;14;1962;33;2024-03-26 16:35:07+00:00
openeventstack/pretalx;31;2742;701;2024-08-29 13:36:57+00:00
stratosphereips/StratosphereLinuxIPS;22;3187;685;2024-08-07 13:27:16+00:00
wtolson/gnsq;6;3705;100;2020-10-21 19:12:03+00:00
zalando/patroni;61;3340;6550;2024-08-29 12:37:13+00:00
DataDog/datadog-serverless-functions;117;3177;335;2024-08-20 15:21:03+00:00
snowflakedb/snowflake-ingest-python;9;2884;56;2024-08-26 08:28:24+00:00
MindscapeHQ/raygun4py;27;4208;19;2024-02-28 00:35:14+00:00
PyGithub/PyGithub;45;4569;6881;2024-08-26 06:45:08+00:00
dpla/ingestion;25;4362;24;2019-08-05 14:58:06+00:00
google/openhtf;14;3289;522;2024-08-28 17:40:25+00:00
haiwen/seafdav;233;3757;83;2024-08-29 02:49:48+00:00
metaodi/osmapi;38;3893;210;2024-08-08 11:27:35+00:00
mwclient/mwclient;18;4294;313;2024-08-26 22:26:18+00:00
OpenShot/openshot-qt;24;3377;4225;2024-07-31 20:22:40+00:00
googleapis/python-bigquery;109;1724;727;2024-08-27 23:08:51+00:00
googleapis/python-datastore;56;1665;79;2024-08-14 17:23:04+00:00
googleapis/python-logging;54;1724;124;2024-08-20 17:16:36+00:00
googleapis/python-pubsub;116;1724;384;2024-08-12 16:38:17+00:00
googleapis/python-storage;54;1724;435;2024-08-08 21:55:07+00:00
onaio/onadata;218;3999;182;2024-08-30 13:50:02+00:00
pyxnat/pyxnat;7;5126;71;2024-04-11 13:41:27+00:00
rfverbruggen/rachiopy;9;3321;25;2024-01-03 09:57:06+00:00
smartsheet-platform/smartsheet-python-sdk;26;3521;135;2022-12-06 16:35:04+00:00
twilio/twilio-python;225;5462;1828;2024-08-26 11:23:30+00:00
automicus/PyISY;49;3839;16;2023-03-21 12:20:43+00:00
SciLifeLab/CAW;17;3088;132;2020-01-27 13:36:01+00:00
beat-machine/beat-machine;5;2078;40;2022-11-27 21:12:46+00:00
certego/IntelOwl;67;1703;3712;2024-08-28 09:30:19+00:00
flomotlik/formica;7;2788;63;2022-02-18 10:22:42+00:00
hedythedev/starcli;45;1539;549;2024-08-24 14:00:32+00:00
machinable-org/machinable;68;1744;34;2024-08-06 18:54:46+00:00
mlf-core/mlf-core;32;1489;46;2022-02-27 08:38:43+00:00
neurostuff/NiMARE;45;2417;177;2024-08-21 18:29:47+00:00
pappasam/jedi-language-server;108;1837;584;2024-08-26 19:41:34+00:00
pierogis/pierogis;6;1389;118;2022-04-17 06:04:38+00:00
spectacles-ci/spectacles;50;1941;214;2024-08-12 10:38:46+00:00
titusz/onixcheck;6;3330;22;2021-09-29 14:59:47+00:00
DeepSpace2/StyleFrame;38;3293;367;2023-11-14 20:29:34+00:00
datarobot/batch-scoring;21;3144;33;2020-09-09 09:15:59+00:00
inishchith/em-keyboard;23;3094;308;2024-07-02 11:23:33+00:00
jdowner/gist;6;3482;163;2021-06-02 23:24:11+00:00
rohbotics/pifi;10;2742;44;2021-06-09 19:04:58+00:00
DefectDojo/django-DefectDojo;194;3479;3579;2024-08-26 16:48:28+00:00
TUW-GEO/ascat;25;2970;22;2024-08-30 13:52:26+00:00
raphaelvallat/pingouin;39;2342;1591;2024-05-27 05:55:23+00:00
SasView/sasview;37;3489;48;2024-08-30 14:34:20+00:00
Exa-Networks/exabgp;62;4020;2064;2024-08-19 15:18:10+00:00
Grokzen/pykwalify;21;4242;291;2023-10-31 13:25:02+00:00
Grokzen/redis-py-cluster;19;4118;1095;2022-03-12 11:50:41+00:00
SteveDoyle2/pyNastran;12;3458;382;2024-08-22 05:55:09+00:00
aashutoshrathi/git-stalk-cli;7;2288;43;2021-04-30 05:46:00+00:00
jhauberg/cards.py;15;3233;32;2020-09-01 11:47:13+00:00
pegler/pytzwhere;5;4387;145;2018-02-14 22:45:21+00:00
unixsurfer/anycast_healthchecker;13;3336;169;2024-06-24 13:14:00+00:00
JoinMarket-Org/joinmarket;6;3551;398;2020-01-15 13:06:46+00:00
kennethjiang/OctoPrint-Anywhere;69;2678;64;2020-04-17 17:27:53+00:00
DocNow/twarc;131;4245;1362;2023-04-04 12:56:03+00:00
YuvrajRaghuvanshiS/WhatsApp-Key-Database-Extractor;5;1379;459;2023-08-28 08:31:55+00:00
bird-house/flyingpigeon;12;3648;19;2023-09-11 13:50:25+00:00
erdogant/findpeaks;39;1581;228;2024-08-28 19:32:43+00:00
noaa-oar-arl/MONET;14;2857;43;2024-04-11 21:46:04+00:00
DonJayamanne/pythonVSCode;51;3145;2082;2024-07-04 08:12:50+00:00
desihub/desispec;22;3586;35;2024-08-28 01:04:53+00:00
EI-CoreBioinformatics/mikado;86;3286;91;2024-05-24 18:59:43+00:00
Opentopic/falcon-api;35;2714;8;2018-03-21 07:36:17+00:00
mikeqfu/pydriosm;17;2652;47;2023-10-21 16:03:11+00:00
murthylab/sleap;109;2003;421;2024-08-26 17:03:53+00:00
EPAENERGYSTAR/epathermostat;9;2772;16;2023-01-06 18:07:39+00:00
Microsoft/fairlearn;14;2298;1886;2024-08-09 10:12:02+00:00
NCATS-Tangerine/kgx;51;2319;114;2024-07-24 20:14:51+00:00
arviz-devs/arviz;37;3319;1578;2024-08-28 20:17:07+00:00
neurodata/brainlit;6;1671;26;2024-04-05 13:48:48+00:00
neuropoly/spinalcordtoolbox;69;3743;196;2024-08-27 12:00:46+00:00
sci-wms/sci-wms;8;3471;46;2020-08-31 21:07:12+00:00
ticketfrei/ticketfrei;14;2629;21;2021-04-04 09:31:13+00:00
ReactionMechanismGenerator/RMG-Py;22;5437;381;2024-08-06 21:57:08+00:00
jedie/DragonPy;7;4018;44;2024-04-16 15:14:40+00:00
pytube/pytube;31;4547;12032;2023-05-20 10:08:41+00:00
robotframework/RIDE;31;4720;957;2024-08-16 12:38:55+00:00
FairwindsOps/reckoner;56;2102;338;2024-07-18 18:39:38+00:00
ungarj/mapchete;78;3326;193;2024-08-14 09:43:10+00:00
FeatureLabs/nlp_primitives;31;1865;37;2024-05-15 20:57:44+00:00
google/TensorNetwork;18;1952;1802;2021-10-05 06:35:34+00:00
Fizzadar/pyinfra;103;3602;3804;2024-08-18 12:55:27+00:00
major/supernova;8;4519;86;2016-07-08 18:14:29+00:00
bashwork/pymodbus;75;4651;2217;2024-08-27 10:50:55+00:00
castelao/seabird;5;4359;47;2023-02-19 23:17:41+00:00
marcy-terui/lamvery;10;3213;92;2017-03-03 05:05:10+00:00
tern-tools/tern;23;2466;953;2023-12-08 21:51:22+00:00
FrodeSolheim/fs-uae-launcher;9;3819;61;2022-08-07 21:35:46+00:00
keylime/keylime;61;2871;412;2024-08-19 21:02:02+00:00
smarthomeNG/plugins;23;2819;45;2024-01-28 19:03:10+00:00
tus/tus-py-client;13;2904;166;2023-12-13 13:05:26+00:00
GNS3/gns3-server;196;3990;780;2024-08-06 18:32:41+00:00
hfaran/Tornado-JSON;22;3916;273;2019-11-11 13:38:30+00:00
pytest-dev/pytest-mock;39;3696;1815;2024-08-27 02:26:53+00:00
tilgovi/pyramid-oauthlib;7;3683;31;2022-09-17 04:32:24+00:00
GalSim-developers/GalSim;22;4572;223;2024-07-10 06:58:06+00:00
hubo1016/vlcp;24;3285;225;2019-12-13 06:52:45+00:00
uploadcare/pyuploadcare;39;4764;126;2024-04-09 12:26:47+00:00
GaretJax/django-click;10;3275;245;2024-08-01 14:07:55+00:00
coddingtonbear/django-measurement;8;4245;145;2022-02-28 08:21:13+00:00
jazzband/sorl-thumbnail;7;5039;1731;2024-08-29 15:40:16+00:00
ctxis/django-admin-view-permission;19;3012;151;2018-12-02 21:45:26+00:00
GenericMappingTools/pygmt;18;2721;744;2024-08-29 23:47:22+00:00
automl/SMAC3;44;2934;1060;2024-07-24 14:36:04+00:00
stormpath/stormpath-documentation;24;3300;12;2017-04-07 19:59:32+00:00
tardis-sn/tardis;155;4648;198;2024-08-30 14:38:18+00:00
wmayner/pyphi;30;3796;372;2024-08-22 21:41:10+00:00
NagiosEnterprises/ncpa;32;3878;176;2024-05-24 15:41:20+00:00
blue-yonder/pyscaffold;26;3802;2068;2023-06-20 15:54:36+00:00
reingart/pyafipws;7;4047;284;2024-04-16 02:55:17+00:00
zalando/spilo;29;3422;1524;2024-08-10 10:35:05+00:00
deepchem/deepchem;20;3261;5367;2024-08-23 16:39:43+00:00
jensengroup/propka;5;4320;256;2024-02-19 07:39:07+00:00
lsst/sims_maf;12;3412;13;2021-05-26 19:26:50+00:00
mirnylab/cooltools;19;2748;132;2024-08-09 15:04:34+00:00
rhiever/tpot;30;3221;9647;2024-02-23 19:03:07+00:00
ROGUE-JCTD/rogue_geonode;5;4105;12;2016-01-27 11:50:23+00:00
biocore/qiita;28;3990;120;2024-07-15 22:17:00+00:00
evansde77/cirrus;88;3826;14;2021-11-15 18:45:27+00:00
google/capirca;9;3313;767;2024-08-26 18:08:27+00:00
jmcgeheeiv/pyfakefs;61;3454;641;2024-08-27 03:20:05+00:00
Swimlane/swimlane-python;65;3156;32;2024-08-13 11:19:07+00:00
hikari-py/hikari;64;1475;801;2024-08-30 13:40:44+00:00
GovReady/govready-q;29;3044;179;2023-06-11 16:15:30+00:00
GrumpyNounours/PySeidon;6;3720;15;2015-11-03 13:00:48+00:00
SynBioDex/pySBOL;7;3109;25;2022-01-20 21:45:12+00:00
bethgelab/foolbox;59;2633;2711;2024-03-04 15:46:26+00:00
ni/nimi-python;31;2666;112;2024-05-08 20:33:13+00:00
IDSIA/sacred;14;3804;4204;2024-08-26 09:20:38+00:00
OasisLMF/OasisLMF;134;2418;124;2024-08-09 10:33:21+00:00
greedo/python-xbrl;5;3678;219;2023-04-26 00:21:30+00:00
rmjarvis/TreeCorr;12;3691;98;2024-03-12 12:58:12+00:00
romanvm/script.module.simpleplugin;38;3288;27;2022-01-03 19:25:45+00:00
vit-project/vit;13;2918;481;2024-07-08 20:58:32+00:00
snapcore/snapcraft;155;3227;1175;2024-08-29 15:25:25+00:00
sphinx-contrib/sphinxcontrib-versioning;11;2999;125;2019-12-03 22:36:48+00:00
wh1te909/tacticalrmm;150;1772;3040;2024-08-20 19:49:17+00:00
allenai/pybart;40;1746;37;2024-03-06 07:37:53+00:00
bioinform/somaticseq;58;3430;191;2024-07-30 23:27:50+00:00
intentionet/netconan;21;2464;145;2024-07-23 20:28:13+00:00
pyparallel/pyparallel;6;3323;581;2016-10-14 19:47:31+00:00
PyO3/setuptools-rust;49;2730;590;2024-08-04 13:34:29+00:00
creativeprojects/resticprofile;45;1906;662;2024-08-25 15:41:33+00:00
HelloZeroNet/ZeroNet;22;3517;18298;2021-01-25 02:24:19+00:00
Yubico/yubikey-manager;39;2978;855;2024-08-28 06:52:21+00:00
rackerlabs/scantron;45;2201;738;2021-08-11 15:13:56+00:00
nlgranger/SeqTools;8;2625;48;2024-04-12 20:39:34+00:00
IN-CORE/pyincore;90;1714;24;2024-08-29 20:51:53+00:00
mjs7231/python-plexapi;53;3531;1125;2024-08-18 20:14:18+00:00
IQTLabs/poseidon;105;3033;416;2024-08-14 19:17:30+00:00
chdsbd/kodiak;58;1960;1035;2024-05-11 22:15:18+00:00
iotaledger/iota.py;33;2832;345;2020-06-04 09:46:38+00:00
jadchaar/SEC-EDGAR-Downloader;22;2078;476;2024-07-26 04:49:02+00:00
thebigmunch/google-music;14;2140;16;2020-10-14 13:35:41+00:00
triaxtec/openapi-python-client;79;1657;1244;2024-08-29 23:19:40+00:00
IdentityPython/pyop;20;2921;87;2023-10-26 20:47:07+00:00
SeitaBV/flexmeasures;49;1364;142;2024-08-26 18:12:50+00:00
StackIQ/stacki;43;3397;234;2020-10-27 00:54:35+00:00
MycroftAI/adapt;15;3278;712;2024-07-21 21:46:45+00:00
cisco-ie/cisco-gnmi-python;14;2262;40;2023-12-06 20:49:13+00:00
dropbox/groupy;5;3643;10;2023-04-18 20:08:06+00:00
facetoe/zenpy;23;3490;339;2024-08-20 20:27:15+00:00
fizyr/keras-retinanet;6;2572;4372;2023-03-16 14:51:24+00:00
google/pyu2f;6;2766;82;2021-11-22 18:55:57+00:00
jollychang/robotframework-appiumlibrary;17;3751;396;2024-08-06 16:58:17+00:00
romanvm/script.module.pyxbmct;9;3724;46;2023-12-22 21:30:53+00:00
twidi/django-extended-choices;13;4883;82;2019-04-16 21:01:18+00:00
Syndace/python-omemo;20;2525;41;2024-07-14 16:50:48+00:00
neithere/argh;24;4027;369;2024-07-13 18:11:30+00:00
tBuLi/symfit;24;3637;233;2023-05-08 13:10:58+00:00
adafruit/Adafruit_Blinka_bleio;27;1657;56;2024-03-20 20:34:17+00:00
aws/aws-encryption-sdk-cli;12;2765;80;2024-06-24 20:17:19+00:00
eventbrite/eventbrite-sdk-python;6;3556;1;2020-03-17 13:30:17+00:00
mollie/mollie-api-python;66;3754;113;2024-08-26 10:59:02+00:00
robotframework/robotframework;81;3716;9584;2024-08-30 08:23:11+00:00
tenable/pyTenable;19;2445;340;2024-08-06 15:50:59+00:00
zaibacu/rita-dsl;8;1881;65;2022-10-07 10:45:55+00:00
Jenyay/outwiker;54;4118;271;2024-08-15 10:13:52+00:00
agronholm/anyio;5;2201;1730;2024-08-30 16:37:42+00:00
pykickstart/pykickstart;23;3608;232;2024-08-20 00:18:15+00:00
SanPen/GridCal;24;3151;404;2024-08-29 14:16:11+00:00
catalystneuro/nwb-conversion-tools;11;1861;25;2022-11-07 17:21:45+00:00
elbakramer/koapy;15;1441;196;2022-12-16 17:45:19+00:00
firstlookmedia/dangerzone;18;1696;3457;2024-08-09 11:40:12+00:00
firstlookmedia/gpgsync;11;3121;343;2021-02-08 18:58:25+00:00
micahflee/onionshare;34;3753;6202;2024-08-26 07:01:33+00:00
pypeit/PypeIt;24;3372;158;2024-08-26 15:24:06+00:00
calliope-project/calliope;26;3998;285;2024-08-30 11:04:47+00:00
meanmedianmoge/zoia_lib;7;1656;137;2024-01-31 15:45:32+00:00
inferno-pytorch/inferno;9;2640;244;2021-02-15 20:09:59+00:00
magenta/magenta;48;3037;19070;2024-08-01 02:26:04+00:00
KevinMusgrave/pytorch-metric-learning;50;1772;5933;2024-07-24 12:37:14+00:00
geometalab/osmaxx;20;3520;26;2023-04-16 19:41:45+00:00
Kozea/WeasyPrint;73;4769;7014;2024-08-28 06:29:03+00:00
KwanLab/Autometa;13;1745;40;2024-06-14 17:57:50+00:00
calum-chamberlain/EQcorrscan;36;3389;164;2024-08-19 03:59:29+00:00
cdqa-suite/cdQA;5;2054;614;2020-04-30 14:10:09+00:00
sncosmo/sncosmo;21;4290;70;2024-07-17 15:48:04+00:00
weaverba137/pydl;19;4194;28;2024-07-23 16:35:00+00:00
PyBossa/pybossa;62;4666;741;2022-06-23 13:32:14+00:00
inspirehep/inspire-next;138;3909;59;2024-08-28 09:11:05+00:00
asyml/forte;11;1847;239;2023-04-06 15:04:49+00:00
kipoi/models;49;2542;162;2024-07-24 00:18:31+00:00
LedFx/LedFx;34;1350;1295;2024-08-30 05:20:05+00:00
aleph-im/pyaleph;37;1998;75;2024-08-30 07:51:36+00:00
intracom-telecom-sdn/nstat;5;3410;13;2017-03-07 07:40:19+00:00
aimhubio/aim;65;1917;5108;2024-08-29 12:26:27+00:00
deepset-ai/haystack;117;1750;16027;2024-08-29 07:31:59+00:00
desbma/sacad;63;3791;308;2024-07-28 20:16:52+00:00
MikkelSchubert/paleomix;26;4201;43;2024-08-11 16:40:53+00:00
bridgecrewio/checkov;1922;1737;6841;2024-08-29 23:01:34+00:00
gwforg/gwf;7;4086;31;2024-06-27 19:46:54+00:00
hyperledger/aries-cloudagent-python;89;1893;403;2024-08-29 17:37:30+00:00
locustio/locust;122;4942;24478;2024-08-30 15:38:07+00:00
smarkets/marge-bot;13;2618;691;2023-06-15 14:13:32+00:00
MongoEngine/django-mongoengine;15;4489;748;2024-02-26 21:42:25+00:00
django-cms/django-cms;17;5656;10109;2024-08-29 05:20:54+00:00
jazzband/django-configurations;11;4422;1085;2023-11-30 09:53:39+00:00
mathiasertl/django-ca;38;3172;139;2024-08-23 22:32:28+00:00
pybel/pybel;97;2904;132;2022-02-11 12:22:35+00:00
MycroftAI/selene-backend;10;2220;143;2022-11-23 22:37:42+00:00
SigmaHQ/sigma;27;2805;8031;2024-08-29 18:41:50+00:00
lablup/backend.ai-manager;25;3366;31;2023-03-25 12:53:23+00:00
computationalmodelling/fidimag;8;3261;60;2024-03-05 19:11:35+00:00
markovmodel/PyEMMA;26;3614;306;2023-09-11 10:02:36+00:00
otsaloma/gaupol;51;4891;248;2024-07-15 14:34:34+00:00
otsaloma/nfoview;43;4911;138;2024-07-15 14:35:01+00:00
scikit-rf/scikit-rf;31;4606;699;2024-08-30 08:12:10+00:00
NHERI-SimCenter/pelicun;10;2192;50;2024-07-24 02:14:49+00:00
aws/aws-xray-sdk-python;27;2537;326;2024-07-08 16:12:03+00:00
cornellius-gp/gpytorch;33;2638;3512;2024-08-23 19:32:52+00:00
etingof/pyasn1;18;3108;241;2020-03-21 18:06:04+00:00
nicolas-chaulet/deeppointcloud-benchmarks;10;1728;2455;2024-06-06 00:53:31+00:00
tomasbedrich/pycaching;35;4048;61;2024-05-20 08:52:51+00:00
djangonauts/django-hstore;17;4976;517;2017-03-02 08:57:56+00:00
dotKom/onlineweb4;486;4494;49;2024-08-30 16:54:23+00:00
globocom/database-as-a-service;279;4018;366;2023-06-19 13:57:10+00:00
jodal/comics;40;5589;133;2024-07-31 21:48:15+00:00
valdergallo/django-compress-field;9;3745;19;2020-07-15 14:48:40+00:00
pm4py/pm4py-core;144;2249;695;2024-08-19 12:03:34+00:00
ercdndrs/AutoMaxLair;11;1370;25;2022-01-21 21:18:30+00:00
pricingassistant/mrq;5;3850;876;2020-12-13 18:58:15+00:00
SuLab/WikidataIntegrator;33;2844;242;2023-11-14 05:08:21+00:00
dulwich/dulwich;25;5639;2038;2024-08-30 01:00:35+00:00
prismicio/python-kit;15;4046;17;2019-10-21 16:36:48+00:00
toomore/grs;21;4535;430;2016-09-10 15:31:12+00:00
chgroenbech/scVAE;7;2754;81;2020-06-30 07:07:01+00:00
SeanNaren/deepspeech.pytorch;6;2788;2096;2022-10-24 12:11:50+00:00
ivadomed/ivadomed;34;2408;154;2024-03-18 17:15:50+00:00
PrincetonUniversity/PsyNeuLink;58;2996;86;2024-02-02 22:56:03+00:00
ml4ai/delphi;7;2404;24;2022-04-19 18:04:43+00:00
deanishe/alfred-duden;7;3679;32;2019-05-06 10:19:11+00:00
fedora-infra/bodhi;87;5683;153;2024-08-19 21:00:59+00:00
teamsempo/SempoBlockchain;24;1837;41;2023-01-13 15:46:18+00:00
asdf-format/asdf;50;3810;515;2024-08-20 20:04:08+00:00
burnash/gspread;61;4654;7010;2024-08-21 13:34:35+00:00
uw-cmg/MAST;13;4186;17;2018-01-05 03:58:53+00:00
younho9/narkdown;24;1445;41;2021-03-28 02:27:09+00:00
Qiskit/qiskit-ignis;14;2088;167;2022-06-30 18:28:46+00:00
RasaHQ/rasa-sdk;95;2264;289;2024-08-29 08:40:44+00:00
bear/python-twitter;12;4369;3412;2024-08-07 23:14:50+00:00
photo/openphoto-python;6;4709;42;2014-02-02 21:19:42+00:00
willemarcel/osmcha-django;79;3313;35;2024-08-28 14:17:52+00:00
ReproNim/neurodocker;23;2690;326;2024-08-26 06:49:21+00:00
team-ocean/veros;20;2702;324;2024-08-22 09:34:00+00:00
WattTime/pyiso;8;3806;239;2022-08-25 06:46:31+00:00
teamhephy/controller;14;2547;14;2022-09-24 19:30:23+00:00
frankkramer-lab/MIScnn;5;1939;402;2022-02-11 15:12:24+00:00
ilius/pyglossary;20;4967;2174;2024-08-07 23:08:06+00:00
SAP/InfraBox;13;2352;268;2024-07-30 06:58:51+00:00
ergoithz/browsepy;12;3901;169;2021-08-05 14:07:17+00:00
SEED-platform/seed;88;3601;107;2024-08-29 22:10:34+00:00
SK-415/HarukaBot;58;1415;828;2023-07-11 09:28:29+00:00
cqmoe/python-aiocqhttp;5;2291;272;2023-06-11 05:18:02+00:00
colour-science/colour;22;3840;2069;2024-08-27 20:22:24+00:00
oemof/tespy;42;2453;266;2024-08-07 18:19:27+00:00
pauliacomi/pyGAPS;26;2591;63;2023-06-20 00:16:55+00:00
pzivich/zepid;22;2515;141;2022-10-23 20:29:45+00:00
spacetelescope/specviz;23;3125;43;2021-07-21 21:04:12+00:00
spacy-io/thinc;81;3605;2814;2024-06-03 20:04:41+00:00
SeldonIO/MLServer;16;1535;685;2024-08-16 18:51:03+00:00
alteryx/evalml;103;1869;753;2024-08-23 20:04:40+00:00
biotite-dev/biotite;56;2587;603;2024-08-30 14:27:23+00:00
pupil-labs/pupil;116;4030;1447;2024-02-02 12:50:42+00:00
kengz/SLM-Lab;26;2522;1248;2022-05-01 15:21:51+00:00
discogs/discogs_client;7;4872;480;2020-06-01 20:58:39+00:00
grid-control/grid-control;5;3963;23;2024-08-08 08:21:22+00:00
calaldees/KaraKara;5;4539;28;2024-06-22 20:56:40+00:00
ViDA-NYU/reprozip;37;3768;302;2024-02-15 17:07:38+00:00
aerospike/aerospike-admin;83;3647;38;2024-07-30 19:17:47+00:00
devexp-db/distgen;21;3398;18;2024-08-20 08:12:59+00:00
Taapat/enigma2-plugin-youtube;226;3342;34;2024-08-20 15:03:29+00:00
etingof/pysmi;12;3108;132;2020-03-21 19:00:31+00:00
geopython/OWSLib;21;4611;381;2024-06-11 17:33:18+00:00
ipop-project/controllers;8;3830;23;2020-04-24 02:47:39+00:00
lukaszbanasiak/yahoo-finance;12;3771;1331;2021-12-15 13:22:15+00:00
kevthehermit/PasteHunter;6;2553;1056;2021-02-05 03:13:33+00:00
Yubico/python-u2flib-server;5;3851;287;2020-11-03 12:00:43+00:00
google/grr;28;3921;4747;2024-08-20 08:33:56+00:00
TuxSH/firmtool;5;2766;94;2020-12-26 18:10:43+00:00
algorand/py-algorand-sdk;42;1905;265;2024-06-06 18:59:24+00:00
VisTrails/VisTrails;8;4404;102;2017-11-20 19:57:36+00:00
rst2pdf/rst2pdf;11;3458;543;2024-08-11 17:55:38+00:00
os/slacker;55;3823;1605;2020-07-03 04:29:16+00:00
automl/HPOBench;6;1689;133;2023-03-21 14:35:58+00:00
ctlearn-project/ctlearn;16;2877;54;2024-07-19 06:38:09+00:00
mushorg/tanner;6;3309;219;2024-06-10 19:44:14+00:00
owtf/owtf;12;4606;1802;2024-08-26 22:39:08+00:00
e-koch/FilFinder;10;4115;40;2024-08-28 14:46:20+00:00
pyspeckit/pyspeckit;14;4343;103;2024-08-22 00:08:35+00:00
radio-astro-tools/spectral-cube;18;3790;95;2024-06-04 14:37:13+00:00
spacetelescope/gwcs;18;3515;45;2024-08-21 15:53:52+00:00
aio-libs/sockjs;12;3433;118;2024-06-13 12:25:35+00:00
aws/deep-learning-containers;1924;1685;989;2024-08-29 18:41:08+00:00
geospace-code/pymap3d;57;3679;381;2024-02-11 00:53:13+00:00
mithi/hexapod-robot-simulator;5;1658;771;2023-04-09 11:53:51+00:00
opencobra/memote;50;3030;125;2024-01-08 09:32:57+00:00
cobrateam/django-htmlmin;5;4858;543;2022-10-10 17:26:53+00:00
coala-analyzer/coala;17;3759;3543;2021-06-11 17:11:55+00:00
devitocodes/devito;38;3081;552;2024-08-21 15:39:53+00:00
biobakery/MetaPhlAn;26;1652;288;2024-07-03 10:40:07+00:00
nucypher/nucypher;11;2570;691;2024-08-12 13:46:38+00:00
andsor/pyfssa;12;3654;30;2015-12-12 21:18:26+00:00
berkeley-cocosci/Wallace;17;3661;36;2016-09-12 20:49:38+00:00
hamcrest/PyHamcrest;10;4997;765;2024-07-23 07:30:49+00:00
tmux-python/libtmux;103;3021;1001;2024-08-26 10:50:19+00:00
tmux-python/tmuxp;177;4020;4036;2024-08-26 10:50:31+00:00
dsavransky/EXOSIMS;35;3377;25;2024-08-28 17:32:00+00:00
pubnub/python;57;4206;157;2024-08-13 14:06:15+00:00
holoviz/holoviz;8;2532;830;2024-07-10 03:48:28+00:00
astropy/regions;5;3394;61;2024-08-26 16:56:19+00:00
mhvk/baseband;17;3242;29;2024-08-22 14:36:44+00:00
avocado-framework/avocado;35;3830;342;2024-08-26 10:39:03+00:00
bashtage/randomgen;32;2382;101;2024-01-05 14:01:25+00:00
borgbackup/borg;102;3396;10906;2024-08-29 12:31:05+00:00
awslabs/amazon-qldb-driver-python;14;1779;42;2024-04-16 20:16:18+00:00
seisman/HinetPy;36;3651;76;2024-08-22 12:52:38+00:00
bccp/nbodykit;7;3418;110;2022-09-06 17:17:00+00:00
blaze/blaze;14;4325;3181;2019-08-15 21:14:59+00:00
viniciuschiele/flask-io;22;3372;17;2022-06-19 17:02:14+00:00
roclark/sportsipy;20;2305;481;2022-03-20 20:52:24+00:00
rhinstaller/blivet;25;3857;97;2024-08-28 06:59:10+00:00
cloudify-cosmo/cloudify-aws-plugin;89;3535;11;2024-02-15 02:53:22+00:00
celery/py-amqp;11;4420;308;2024-06-04 08:11:41+00:00
edx/repo-tools;29;3969;30;2024-08-30 14:01:02+00:00
erudit/eruditorg;12;3233;16;2021-08-13 14:05:17+00:00
dwave-examples/factoring;5;2354;34;2023-10-31 03:36:04+00:00
wtforms/wtforms;10;4005;1499;2024-06-30 03:38:13+00:00
lmacken/liveusb-creator;6;5679;140;2016-10-04 09:57:28+00:00
virt-manager/virt-manager;5;3387;2312;2024-08-28 19:09:31+00:00
cov-lineages/pangolin;92;1607;422;2024-08-09 17:44:43+00:00
nidhaloff/igel;14;1462;3079;2023-04-08 21:24:51+00:00
pyskell/slouchy;5;3251;799;2019-11-05 22:01:36+00:00
davidfor/calibre-annotations;28;4095;119;2022-07-31 10:40:37+00:00
koordinates/sno;34;2229;519;2024-06-20 22:45:01+00:00
deathlyface/python-tradingview-ta;23;1573;1070;2023-04-29 05:17:27+00:00
jupyter/jupyter_client;53;3430;379;2024-05-23 01:27:53+00:00
dictation-toolbox/caster;5;3949;339;2023-09-30 02:55:17+00:00
django-tastypie/django-tastypie;8;5267;3908;2024-08-23 19:23:23+00:00
karec/oct;7;3545;19;2017-12-01 20:20:11+00:00
superdesk/superdesk-core;210;3297;30;2024-08-21 08:16:06+00:00
socketubs/Sublimall;26;3859;541;2017-08-10 20:22:11+00:00
eea/sparql-client;7;4363;33;2020-08-03 14:26:40+00:00
emlid/ntripbrowser;5;2905;32;2022-08-18 08:19:38+00:00
kanaka/websockify;8;4977;3862;2024-08-29 14:35:49+00:00
pietroalbini/botogram;14;3354;123;2020-09-03 09:50:17+00:00
fonttools/ufoLib2;37;2306;25;2024-03-06 19:24:23+00:00
gklyne/annalist;18;4206;25;2022-04-12 14:08:09+00:00
microsoft/maro;21;1707;840;2023-10-30 10:34:18+00:00
sns-sdks/python-youtube;9;2002;302;2024-08-09 02:17:39+00:00
pybamm-team/PyBaMM;45;2129;1034;2024-08-28 20:23:02+00:00
rq/django-rq;12;4489;1812;2024-05-01 07:24:33+00:00
jazzband/django-pipeline;14;4836;1508;2024-08-18 19:00:34+00:00
jjangsangy/py-translate;14;3804;121;2017-01-13 21:37:34+00:00
pierky/arouteserver;99;2768;285;2024-07-29 06:46:20+00:00
josephbestjames/airtable.py;12;3465;262;2023-11-14 10:03:25+00:00
maxmind/GeoIP2-python;40;4161;1098;2024-08-27 15:42:50+00:00
