vul_id,pkg_name,vul_introduced,vul_fixed,repo_url
GHSA-79qm-h35f-hr77,compile-sass,0,1.0.5,https://github.com/eiskalteschatten/compile-sass
GHSA-588m-9qg5-35pq,quill,0,1.3.7,https://github.com/quilljs/quill
GHSA-m57p-p67h-mq74,systeminformation,0,4.31.1,
GHSA-6fcr-9h9g-23fq,ipfs-bitswap,0,0.24.1,https://github.com/ipfs/js-ipfs-bitswap
GHSA-j4mr-9xw3-c9jx,base64-url,0,2.0.0,
GHSA-rp65-9cf3-cjxr,nth-check,0,2.0.1,https://github.com/fb55/nth-check
GHSA-c4rh-4376-gff4,software.amazon.awssdk.iotdevicesdk:aws-iot-device-sdk,0,1.5.0,
GHSA-c4rh-4376-gff4,aws-iot-device-sdk-v2,0,1.5.3,
GHSA-c4rh-4376-gff4,awsiotsdk,0,1.6.1,
GHSA-q3gh-5r98-j4h3,jsrsasign,3.0.0,8.0.17,https://github.com/kjur/jsrsasign
GHSA-f7f4-hqp2-7prc,sails-hook-sockets,0,1.5.5,https://github.com/balderdashy/sails-hook-sockets
GHSA-jqv5-7xpx-qj74,sqlite3,5.0.0,5.1.5,https://github.com/TryGhost/node-sqlite3
GHSA-4x7c-cx64-49w8,is-my-json-valid,2.0.0,2.17.2,
GHSA-4x7c-cx64-49w8,is-my-json-valid,0,1.4.1,
GHSA-jp4x-w63m-7wgm,hoek,5.0.0,5.0.3,
GHSA-jp4x-w63m-7wgm,hoek,0,4.2.1,
GHSA-9gr3-7897-pp7m,next,10.0.0,11.1.1,https://github.com/vercel/next.js
GHSA-26q7-g57v-mxcp,shout,0.44.0,0.50.0,
GHSA-653v-rqx9-j85p,deep-object-diff,1.1.6,1.1.9,https://github.com/mattphillips/deep-object-diff
GHSA-rvgf-69j7-xh78,@discordjs/opus,0,0.8.0,https://github.com/discordjs/opus
GHSA-gvpx-9459-w3mj,@ckeditor/ckeditor5-link,0.3.0,10.0.1,https://github.com/ckeditor/ckeditor5-link
GHSA-6cf8-qhqj-vjqm,total.js,0,3.4.7,
GHSA-crf7-fvjx-863q,zero,0,1.0.6,
GHSA-hjxc-462x-x77j,yarn,0,1.19.0,
GHSA-2p69-gxpm-5469,alto-saxophone,0,2.25.1,
GHSA-2cf5-4w76-r9qv,handlebars,0,3.0.8,
GHSA-2cf5-4w76-r9qv,handlebars,4.0.0,4.5.2,
GHSA-649c-x44h-4q7v,public,0,0.1.4,
GHSA-gpvj-q7fp-jcch,simplehttpserver,0,0.2.1,
GHSA-wcm2-9c89-wmfm,jquery-ui,1.7.0,1.10.0,https://github.com/jquery/jquery-ui
GHSA-jvf5-q4h5-2jmj,madlib-object-utils,0,0.1.7,
GHSA-5v72-xg48-5rpm,ws,0.2.6,1.1.5,
GHSA-5v72-xg48-5rpm,ws,2.0.0,3.3.1,
GHSA-fwcw-5qw2-87mp,fuelux,0,3.15.7,https://github.com/ExactTarget/fuelux
GHSA-2p62-c4rm-mr72,another-date-picker,2.0.43,2.0.45,https://github.com/kekeh/mydatepicker
GHSA-36c4-4r89-6whg,@commercial/subtext,0,5.1.2,
GHSA-7mpx-vg3c-cmr4,react-adal,0,0.5.1,
GHSA-6qqj-rx4w-r3cj,jquery-ujs,0,1.0.4,
GHSA-qgfr-5hqp-vrw9,decompress,0,4.2.1,
GHSA-g336-c7wv-8hp3,swagger-ui,0,2.2.1,https://github.com/swagger-api/swagger-ui
GHSA-mxr5-p36v-479m,jquery-file-upload,0,4.0.5,
GHSA-fhv8-fx5f-7fxf,zrender,0,5.2.1,https://github.com/ecomfe/zrender
GHSA-6pw2-5hjv-9pf7,vm2,0,3.9.6,https://github.com/patriksimek/vm2
GHSA-8w3j-g983-8jh5,parse-server,0,3.6.0,
GHSA-ffmh-x56j-9rc3,jquery-validation,0,1.19.5,https://github.com/jquery-validation/jquery-validation
GHSA-9mrv-456v-pf22,vis-timeline,0,7.4.4,
GHSA-5g2h-9x5v-5h3x,phoenix_html,0,3.0.4,https://github.com/phoenixframework/phoenix_html/
GHSA-5g2h-9x5v-5h3x,phoenix_html,0,3.0.4,https://github.com/phoenixframework/phoenix_html/
GHSA-g95f-p29q-9xw4,braces,0,2.3.1,
GHSA-mm4f-47ch-f7hx,kill-by-port,0,0.0.2,https://github.com/GuyMograbi/kill-by-port
GHSA-4p7j-5ppx-rfhm,apk-parser3,0,0.1.3,
GHSA-wqg7-vrj7-v82h,mosca,0,2.8.2,
GHSA-9gh8-wp53-ccc6,ghost,5.0.0,5.22.7,https://github.com/TryGhost/Ghost
GHSA-9gh8-wp53-ccc6,ghost,4.46.0,4.48.8,https://github.com/TryGhost/Ghost
GHSA-hrgx-7j6v-xj82,@keystone-6/auth,0,1.0.2,https://github.com/keystonejs/keystone
GHSA-gmv4-r438-p67f,urijs,0,1.19.9,https://github.com/medialize/URI.js/
GHSA-38f9-m297-6q9g,@nozbe/watermelondb,0,0.15.1,
GHSA-38f9-m297-6q9g,@nozbe/watermelondb,0.16.0,0.16.2,
GHSA-mrgp-mrhc-5jrq,vm2,0,3.9.11,https://github.com/patriksimek/vm2
GHSA-6xhf-x49c-m5m6,aegir,12.0.0,12.0.8,
GHSA-fvwr-h9xh-m6wc,@commercial/subtext,0,5.1.1,
GHSA-gmxv-xf2q-6j8m,m-server,0,1.4.2,
GHSA-x3vm-38hw-55wf,mermaid,8.0.0,9.1.2,https://github.com/mermaid-js/mermaid
GHSA-r8f7-9pfq-mjmv,node-sass,2.0.0,7.0.0,
GHSA-3627-w2qr-5fxr,fuseki,0,1.0.1,
GHSA-23vf-5g53-hm9q,list-n-stream,0,0.0.11,
GHSA-2xv3-h762-ccxv,concat-with-sourcemaps,1.0.0,1.0.6,
GHSA-gjcw-v447-2w7q,jws,0,3.0.0,https://github.com/brianloveswords/node-jws
GHSA-pv8x-p9hq-j328,mathjs,0,3.17.0,
GHSA-qrmm-w75w-3wpx,swagger-ui,0,4.1.3,https://github.com/swagger-api/swagger-ui
GHSA-qrmm-w75w-3wpx,swagger-ui-dist,0,4.1.3,https://github.com/swagger-api/swagger-ui
GHSA-qrmm-w75w-3wpx,swagger-ui-react,0,4.1.3,https://github.com/swagger-api/swagger-ui
GHSA-qrmm-w75w-3wpx,Swashbuckle.AspNetCore.SwaggerUI,0,6.4,https://github.com/swagger-api/swagger-ui
GHSA-35q2-47q7-3pc3,redis,2.6.0,3.1.1,
GHSA-ccrp-c664-8p4j,markdown-to-jsx,0,6.11.4,https://github.com/probablyup/markdown-to-jsx
GHSA-3pwh-5mmc-mwrx,nes,0,6.4.1,
GHSA-3wcq-x3mq-6r9p,dns-packet,2.0.0,5.4.0,
GHSA-3wcq-x3mq-6r9p,dns-packet,0,1.3.2,
GHSA-8xqr-4cpm-wx7g,react-svg,0,2.2.18,
GHSA-6qqf-vvcr-7qrv,generate-password,0,1.4.1,
GHSA-6jqm-3c9g-pch7,@cubejs-backend/api-gateway,0.31.23,0.31.24,https://github.com/cube-js/cube.js
GHSA-g9r4-xpmj-mj65,handlebars,0,3.0.8,
GHSA-g9r4-xpmj-mj65,handlebars,4.0.0,4.5.3,
GHSA-q4q5-c5cv-2p68,vuetify,2.0.0-beta.4,2.6.10,https://github.com/vuetifyjs/vuetify
GHSA-q4q5-c5cv-2p68,org.webjars.npm:vuetify,2.0.0-beta.4,2.6.10,https://github.com/vuetifyjs/vuetify
GHSA-f38p-c2gq-4pmr,schema-inspector,0,2.0.0,
GHSA-8mfc-v7wv-p62g,yarn,0,1.22.0,
GHSA-q6wq-5p59-983w,parse-url,0,6.0.1,
GHSA-chw2-6c7r-37p7,uri-template-lite,0,22.9.0,https://github.com/litejs/uri-template-lite
GHSA-7h26-63m7-qhf2,ckeditor4,0,4.17.0,https://github.com/ckeditor/ckeditor4
GHSA-rmxg-73gg-4p98,jquery,0,3.0.0,https://github.com/jquery/jquery
GHSA-wxhq-pm8v-cw75,clean-css,0,4.1.11,
GHSA-5vp3-v4hc-gx76,@openzeppelin/contracts,4.1.0,4.3.2,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-5vp3-v4hc-gx76,@openzeppelin/contracts-upgradeable,4.1.0,4.3.2,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-cf66-xwfp-gvc4,webpack-dev-server,0,3.1.11,https://github.com/webpack/webpack-dev-server
GHSA-9fgx-q25h-jxrg,ghost,4.0.0,4.3.3,https://github.com/TryGhost/Ghost
GHSA-7v28-g2pq-ggg8,ghost,0,4.48.2,https://github.com/TryGhost/Ghost
GHSA-7v28-g2pq-ggg8,ghost,5.0.0,5.2.3,https://github.com/TryGhost/Ghost
GHSA-mwcv-m549-5cm8,node-tkinter,0,1.0.3,
GHSA-gp2j-mg4w-2rh5,chrome-launcher,0,0.13.2,https://github.com/GoogleChrome/chrome-launcher
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-engine,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-font,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-image,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-list,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-markdown-gfm,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-media-embed,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-paste-from-office,0,27.0.0,
GHSA-3rh3-wfr4-76mj,@ckeditor/ckeditor5-widget,0,27.0.0,
GHSA-hgmg-hhc8-g5wr,@ckeditor/ckeditor5-markdown-gfm,0,25.0.0,https://github.com/ckeditor/ckeditor5
GHSA-7px7-7xjx-hxm8,marked,0,0.3.7,https://github.com/markedjs/marked
GHSA-gq75-5gc3-rfwg,snyk-broker,0,4.73.0,https://github.com/snyk/broker
GHSA-x4w5-r546-x9qh,html-pdf,0,3.0.1,https://github.com/marcbachmann/node-html-pdf/
GHSA-9q64-mpxx-87fg,ecstatic,0,2.2.2,
GHSA-9q64-mpxx-87fg,ecstatic,3.0.0,3.3.2,
GHSA-9q64-mpxx-87fg,ecstatic,4.0.0,4.1.2,
GHSA-h452-7996-h45h,cookiejar,0,2.1.4,https://github.com/bmeck/node-cookiejar
GHSA-2ghc-6v89-pw9j,body-parser-xml,0,2.0.3,https://github.com/fiznool/body-parser-xml
GHSA-crmx-v835-hcp4,marked,0,0.3.9,
GHSA-4rvg-955w-h68q,angular-http-server,0,1.6.0,
GHSA-3rfm-jhwj-7488,loader-utils,1.0.0,1.4.2,https://github.com/webpack/loader-utils
GHSA-3rfm-jhwj-7488,loader-utils,2.0.0,2.0.4,https://github.com/webpack/loader-utils
GHSA-3rfm-jhwj-7488,loader-utils,3.0.0,3.2.1,https://github.com/webpack/loader-utils
GHSA-6rjc-4pwr-3vp7,iobroker.web,0,2.4.10,
GHSA-xvqg-mv25-rwvw,matrix-appservice-irc,0,0.35.0,https://github.com/matrix-org/matrix-appservice-irc
GHSA-vh7m-p724-62c2,elliptic,0,6.5.3,https://github.com/indutny/elliptic
GHSA-m5pf-5894-jmx7,sailclothjs,1.2.6,1.2.5,
GHSA-325j-24f4-qv5x,ssri,0,5.2.2,https://github.com/zkat/ssri
GHSA-8cf7-32gw-wr33,jsonwebtoken,0,9.0.0,https://github.com/auth0/node-jsonwebtoken
GHSA-7r3r-gq8p-v9jj,lettersanitizer,0,1.0.2,https://github.com/mat-sz/lettersanitizer
GHSA-g8wf-rcg3-qw4q,tinyserver2,0,0.6.0,
GHSA-v659-54cx-g4qr,deep-override,1.0.0,1.0.2,
GHSA-2c29-wc65-4cx9,linux-cmdline,0,1.0.1,https://github.com/piranna/linux-cmdline
GHSA-5gwx-wf9g-r5mx,nodebb,0,2.5.8,
GHSA-hf5h-hh56-3vrg,uws,0.10.0,0.10.9,
GHSA-7f3x-x4pr-wqhj,parse-url,0,6.0.1,
GHSA-xxc2-j7jj-6g5m,raneto,0,0.17.1,https://github.com/ryanlelek/Raneto
GHSA-2jpm-827p-j44g,@knight-lab/timelinejs,0,3.7.0,
GHSA-c9f4-xj24-8jqx,uglify-js,0,2.6.0,
GHSA-mmhj-4w6j-76h7,isolated-vm,0,4.0.0,
GHSA-p92x-r36w-9395,mpath,0,0.8.4,https://github.com/aheckmann/mpath
GHSA-fq4h-m3c8-8m2v,nocodb,0,0.91.8,https://github.com/nocodb/nocodb
GHSA-pgv6-jrvv-75jp,send,0,0.8.4,
GHSA-c9j3-wqph-5xx9,egg-scripts,0,2.8.1,
GHSA-94jq-q5v2-76wj,software.amazon.awssdk.iotdevicesdk:aws-iot-device-sdk,0,1.3.3,
GHSA-94jq-q5v2-76wj,aws-iot-device-sdk-v2,0,1.5.1,
GHSA-94jq-q5v2-76wj,awsiotsdk,0,1.5.18,
GHSA-7p99-3798-f85c,express-openid-connect,0,2.7.2,https://github.com/auth0/express-openid-connect
GHSA-cmch-296j-wfvw,iobroker.js-controller,0,2.0.25,
GHSA-p6mr-pxg4-68hx,bower,0,1.8.8,
GHSA-58qp-5328-v7mh,cumulative-distribution-function,0,2.0.0,
GHSA-cgqv-x5cx-xvqh,pouchdb,0,6.0.5,
GHSA-ff6r-5jwm-8292,no-case,0,2.3.2,
GHSA-4r4m-hjwj-43p8,engine.io-client,0,1.6.9,
GHSA-fg47-3c2x-m2wr,@openzeppelin/contracts,4.0.0,4.3.1,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-fg47-3c2x-m2wr,@openzeppelin/contracts,3.3.0,3.4.2,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-jf85-cpcp-j695,lodash,0,4.17.12,
GHSA-jf85-cpcp-j695,lodash-es,0,4.17.14,
GHSA-jf85-cpcp-j695,lodash-amd,0,4.17.13,
GHSA-jf85-cpcp-j695,lodash.template,0,4.5.0,
GHSA-jf85-cpcp-j695,lodash.merge,0,4.6.2,
GHSA-jf85-cpcp-j695,lodash.mergewith,0,4.6.2,
GHSA-jf85-cpcp-j695,lodash.defaultsdeep,0,4.6.1,
GHSA-q5pq-pgrv-fh89,dns-sync,0,0.1.1,https://github.com/skoranga/node-dns-sync
GHSA-46m8-42hm-wvvw,emojione,0,1.3.1,https://github.com/Ranks/emojione/
GHSA-m852-866j-69j8,eslint-config-airbnb-standard,2.0.0,2.1.0,
GHSA-62g9-6hw5-rwfp,resolve-path,0,1.4.0,
GHSA-wvhm-4hhf-97x9,prismjs,1.1.0,1.21.0,
GHSA-57f3-gghm-9mhc,jspdf,0,2.3.1,
GHSA-hg78-c92r-hvwr,mqtt,0,1.0.0,https://github.com/mqttjs/MQTT.js
GHSA-c78w-2gw7-gjv3,tinymce,0,4.9.10,
GHSA-c78w-2gw7-gjv3,tinymce,5.0.0,5.2.2,
GHSA-wx84-69jh-jjp2,sshpk,0,1.13.2,
GHSA-wx84-69jh-jjp2,sshpk,1.14.0,1.14.1,
GHSA-gjph-xf5q-6mfq,@hapi/ammo,0,3.1.2,
GHSA-gjph-xf5q-6mfq,@hapi/ammo,4.0.0,5.0.1,
GHSA-q768-x9m6-m9qp,undici,0,5.8.0,https://github.com/nodejs/undici
GHSA-chgg-rrmv-5q7x,jwt-simple,0,0.3.1,
GHSA-hvv8-5v86-r45x,matrix-js-sdk,17.1.0-rc.1,19.7.0,https://github.com/matrix-org/matrix-js-sdk
GHSA-x7m2-6g99-84w5,snyk-broker,0,4.80.0,https://github.com/snyk/broker
GHSA-6898-wx94-8jq8,libnotify,0,1.0.4,https://github.com/mytrile/node-libnotify
GHSA-5w8q-x7hc-jhp6,node-simple-router,0,0.10.1,
GHSA-w725-67p7-xv22,local-devices,0,3.0.0,https://github.com/DylanPiercey/local-devices
GHSA-89mq-4x47-5v83,angular,0,1.7.9,https://github.com/angular/angular.js
GHSA-22h7-7wwg-qmgg,@hapi/hoek,8.3.2,8.5.1,
GHSA-22h7-7wwg-qmgg,@hapi/hoek,9.0.0,9.0.3,
GHSA-4r9c-jghc-cx5m,apostrophe,2.63.0,3.4.0,https://github.com/apostrophecms/apostrophe
GHSA-29xr-v42j-r956,thenify,0,3.3.1,https://github.com/thenables/thenify
GHSA-29xr-v42j-r956,org.webjars.npm:thenify,0,3.3.1,https://github.com/thenables/thenify
GHSA-3v6h-hqm4-2rg6,adm-zip,0,0.4.11,
GHSA-mjjq-c88q-qhr6,dompurify,0,2.0.7,https://github.com/cure53/DOMPurify
GHSA-662x-fhqg-9p8v,ua-parser-js,0,0.7.22,
GHSA-67j4-2mh6-8627,json-logic-js,0,2.0.1,https://github.com/jwadhams/json-logic-js
GHSA-vvf2-ppj9-pp49,@vuelidate/validators,0,2.0.0-alpha.22,https://github.com/vuelidate/vuelidate
GHSA-rf3g-v8p5-p675,nodebb,0,2.6.1,https://github.com/NodeBB/NodeBB
GHSA-36fh-84j7-cv5h,jszip,0,3.8.0,https://github.com/Stuk/jszip
GHSA-49x3-8228-3w3m,code-server,0,3.12.0,https://github.com/cdr/code-server
GHSA-qrmc-fj45-qfc2,extend,3.0.0,3.0.2,
GHSA-qrmc-fj45-qfc2,extend,0,2.0.2,
GHSA-7r8m-45gc-m2c8,mongodb-instance,0,0.0.3,
GHSA-r3xc-47qg-h929,@ionic/core,0,4.0.3,https://github.com/ionic-team/ionic
GHSA-r3xc-47qg-h929,@ionic/core,4.1.0,4.1.3,https://github.com/ionic-team/ionic
GHSA-r3xc-47qg-h929,@ionic/core,4.2.0,4.2.1,https://github.com/ionic-team/ionic
GHSA-r3xc-47qg-h929,@ionic/core,4.3.0,4.3.1,https://github.com/ionic-team/ionic
GHSA-vpf5-82c8-9v36,algoliasearch-helper,0,3.6.2,https://github.com/algolia/algoliasearch-helper-js
GHSA-377f-vvrc-9wgg,zemen,0.0.5,0.0.6,
GHSA-vm5j-vqr6-v7v8,pixl-class,0,1.0.3,
GHSA-58v4-qwx5-7f59,knex,0,0.19.5,
GHSA-2h3h-q99f-3fhc,@npmcli/arborist,0,2.8.2,https://github.com/npm/arborist
GHSA-q42p-pg8m-cqh6,handlebars,4.1.0,4.1.2,
GHSA-q42p-pg8m-cqh6,handlebars,4.0.0,4.0.14,
GHSA-q42p-pg8m-cqh6,handlebars,0,3.0.7,
GHSA-w32g-5hqp-gg6q,mermaid,0,8.2.3,https://github.com/knsv/mermaid
GHSA-36jr-mh4h-2g58,d3-color,0,3.1.0,https://github.com/d3/d3-color
GHSA-vc68-6x72-w22f,raneto,0,0.17.1,https://github.com/ryanlelek/Raneto
GHSA-9xv2-548x-5h79,snyk-broker,0,4.72.2,
GHSA-f6fm-r26q-p747,strapi,3.0.0,3.6.9,https://github.com/strapi/strapi
GHSA-f6fm-r26q-p747,@strapi/strapi,0,4.0.0-beta.15,https://github.com/strapi/strapi
GHSA-w4vp-3mq7-7v82,lazysizes,0,5.2.1-rc1,
GHSA-4rxr-27mm-mxq9,@next-auth/upstash-redis-adapter,0,3.0.2,https://github.com/nextauthjs/next-auth
GHSA-jmqm-f2gx-4fjv,npm-registry-fetch,0,4.0.5,https://github.com/npm/npm-registry-fetch
GHSA-jmqm-f2gx-4fjv,npm-registry-fetch,5.0.0,8.1.1,https://github.com/npm/npm-registry-fetch
GHSA-w3w8-37jv-2c58,mustache,0,2.2.1,https://github.com/janl/mustache.js
GHSA-8p9r-f949-699g,browserless-chrome,0,1.43.0,https://github.com/browserless/chrome
GHSA-h857-2g56-468g,@mattkrick/sanitize-svg,0,0.4.0,https://github.com/mattkrick/sanitize-svg
GHSA-xqqr-p362-6rmc,hostr,0,2.3.6,
GHSA-6c8f-qphg-qjgp,kind-of,6.0.0,6.0.3,
GHSA-rqjw-p5vr-c695,gatsby-source-wordpress,0,4.0.8,
GHSA-rqjw-p5vr-c695,gatsby-source-wordpress,5.0.0,5.9.2,
GHSA-5h9g-x5rv-25wg,tinymce,0,5.9.0,https://github.com/tinymce/tinymce
GHSA-5h9g-x5rv-25wg,TinyMCE,0,5.9.0,https://github.com/tinymce/tinymce
GHSA-5h9g-x5rv-25wg,tinymce/tinymce,0,5.9.0,https://github.com/tinymce/tinymce
GHSA-4m8h-h59m-m34j,bmoor,0,0.10.1,https://github.com/b-heilman/bmoor/
GHSA-wmx6-vxcf-c3gr,slp-validate,1.0.0,1.0.1,
GHSA-6cj2-92m5-7mvp,think-config,0,1.1.3,https://github.com/thinkjs/think-config/
GHSA-7fhm-mqm4-2wp7,minimist,0,1.2.2,
GHSA-7fhm-mqm4-2wp7,acorn,0,5.7.4,
GHSA-7fhm-mqm4-2wp7,acorn,6.0.0,6.4.1,
GHSA-7fhm-mqm4-2wp7,acorn,7.0.0,7.1.1,
GHSA-7fhm-mqm4-2wp7,acorn,7.0.0,7.1.1,
GHSA-77jf-fjjf-xcww,openpgp,0,4.3.0,
GHSA-v8v8-6859-qxm4,logkitty,0,0.7.1,
GHSA-74cr-77xc-8g6r,@apollo/gateway,0,0.6.2,
GHSA-qpgc-xh7j-52q8,node-opcua,0,2.74.0,https://github.com/node-opcua/node-opcua
GHSA-88v8-v46g-6c9w,servst,0,2.0.3,https://github.com/andrepolischuk/servst
GHSA-3qmc-2r76-4rqp,@redwoodjs/api,0.38.0,2.2.5,https://github.com/redwoodjs/redwood
GHSA-3qmc-2r76-4rqp,@redwoodjs/api,3.0.0,3.3.1,https://github.com/redwoodjs/redwood
GHSA-x2mc-8fgj-3wmr,tar-fs,0,1.16.2,
GHSA-w46j-8hm6-h8mm,apexcharts,0,3.24.0,
GHSA-hjcp-j389-59ff,marked,0,0.3.4,https://github.com/chjj/marked
GHSA-5jcr-82fh-339v,react-admin,0,3.19.12,https://github.com/marmelab/react-admin
GHSA-5jcr-82fh-339v,react-admin,4.0.0,4.7.6,https://github.com/marmelab/react-admin
GHSA-5jcr-82fh-339v,ra-ui-materialui,4.0.0,4.7.6,https://github.com/marmelab/react-admin
GHSA-5jcr-82fh-339v,ra-ui-materialui,0,3.19.12,https://github.com/marmelab/react-admin
GHSA-38fc-wpqx-33j7,trim-off-newlines,0,1.0.3,https://github.com/stevemao/trim-off-newlines
GHSA-gqgv-6jq5-jjj9,qs,0,6.0.4,https://github.com/ljharb/qs
GHSA-gqgv-6jq5-jjj9,qs,6.1.0,6.1.2,https://github.com/ljharb/qs
GHSA-gqgv-6jq5-jjj9,qs,6.2.0,6.2.3,https://github.com/ljharb/qs
GHSA-gqgv-6jq5-jjj9,qs,6.3.0,6.3.2,https://github.com/ljharb/qs
GHSA-hf55-c445-2w97,@rocket.chat/livechat,0,1.9.0,https://github.com/RocketChat/Rocket.Chat.Livechat
GHSA-v39p-96qg-c8rf,object-path,0,0.11.6,https://github.com/mariocasciaro/object-path
GHSA-gg6m-fhqv-hg56,yar,0,2.2.0,https://github.com/spumko/yar/
GHSA-8h8v-6qqm-fwpq,express-cart,0,1.1.7,
GHSA-76wf-2xcf-6wmx,ngx-pica,1.1.5,1.1.4,
GHSA-rvcw-f68w-8h8h,jose-node-cjs-runtime,0,3.11.4,https://github.com/panva/jose
GHSA-qv2v-m59f-v5fw,socket.io,0,0.9.7,https://github.com/socketio/socket.io
GHSA-vc9j-fhvv-8vrf,scratch-vm,0,0.2.0-prerelease.20200714185213,https://github.com/LLK/scratch-vm
GHSA-c5j4-vw9m-xc95,hekto,0,0.2.4,
GHSA-g5fm-jp9v-2432,next-auth,0,3.29.5,https://github.com/nextauthjs/next-auth
GHSA-g5fm-jp9v-2432,next-auth,4.0.0,4.5.0,https://github.com/nextauthjs/next-auth
GHSA-fj59-f6c3-3vw4,systeminformation,0,4.26.2,https://github.com/sebhildebrandt/systeminformation
GHSA-m8fw-534v-xm85,cloudcmd,0,9.1.6,
GHSA-5h4j-qrvg-9xhw,node-jose,0,2.2.0,https://github.com/cisco/node-jose
GHSA-pw54-mh39-w3hc,npm-user-validate,0,1.0.1,
GHSA-h97g-4mx7-5p2p,apostrophe,0,2.92.0,https://github.com/apostrophecms/apostrophe
GHSA-rwv8-jvff-jq28,public,0,0.1.3,
GHSA-8qr4-xgw6-wmr3,undici,0,5.8.2,https://github.com/nodejs/undici
GHSA-52rh-5rpj-c3w6,matrix-org-irc,0,1.2.1,https://github.com/matrix-org/node-irc
GHSA-7r5f-7qr4-pf6q,notevil,0,1.3.2,
GHSA-7g2w-6r25-2j7p,libnmap,0,0.4.16,
GHSA-j4ch-mw66-xmqv,pensi-scheduler,1.1.3,1.1.2,
GHSA-p493-635q-r6gr,pug,0,3.0.1,
GHSA-p493-635q-r6gr,pug-code-gen,0,2.0.3,
GHSA-p493-635q-r6gr,pug-code-gen,3.0.0,3.0.2,
GHSA-7jh9-6cpf-h4m7,hellojs,0,1.18.6,
GHSA-hpqj-7cj6-hfj8,snyk,0,1.996.0,https://github.com/snyk/cli
GHSA-hpqj-7cj6-hfj8,snyk-go-plugin,0,1.19.1,https://github.com/snyk/cli
GHSA-4j46-mp85-mv8c,rollup-plugin-serve,0,1.0.2,
GHSA-xxvw-45rp-3mj2,js-yaml,0,2.0.5,
GHSA-2m96-9w4j-wgv7,lodash.merge,0,4.6.1,
GHSA-vc9x-gmmr-p7jj,@claviska/jquery-minicolors,0,2.3.6,https://github.com/claviska/jquery-minicolors/
GHSA-mph8-6787-r8hw,hermes-engine,0,0.8.0,https://github.com/facebook/hermes
GHSA-hjhr-r3gq-qvp6,csrf-lite,0,0.1.2,
GHSA-2j2j-8rrv-264g,exceljs,0,1.6.0,
GHSA-3pxp-6963-46r9,pdfinfojs,0,0.4.1,
GHSA-rch9-xh7r-mqgw,anywhere,0,1.5.0,
GHSA-rch9-xh7r-mqgw,simple-server,0,1.1.0,
GHSA-jfcc-rm7f-xgf8,mavon-editor,0,2.8.2,https://github.com/hinesboy/mavonEditor
GHSA-cj88-88mr-972w,glob-parent,6.0.0,6.0.1,https://github.com/gulpjs/glob-parent
GHSA-26hg-crh6-mjrw,list-n-stream,0,0.0.11,
GHSA-cxcf-78mr-wpg7,oauth-validator,1.0.2,1.0.1,
GHSA-hx5x-49mm-vmhw,sails-mysql,0,0.10.8,https://github.com/balderdashy/sails
GHSA-3fjq-93xj-3f3f,serialize-to-js,0,3.0.1,
GHSA-5w4r-wwc3-6qcp,precode.js,1.1.1,1.1.0,
GHSA-wm77-q74p-5763,superstatic,0,5.0.2,
GHSA-44vr-rwwj-p88h,shescape,1.4.0,1.5.8,https://github.com/ericcornelissen/shescape
GHSA-753c-phhg-cj29,madge,0,4.0.1,
GHSA-f522-ffg8-j8r6,is-my-json-valid,2.0.0,2.17.2,https://github.com/mafintosh/is-my-json-valid
GHSA-f522-ffg8-j8r6,is-my-json-valid,0,1.4.1,https://github.com/mafintosh/is-my-json-valid
GHSA-v8w9-2789-6hhr,bson,0,1.1.4,
GHSA-qr28-7j6p-9hmv,mapbox.js,0,1.6.5,
GHSA-qr28-7j6p-9hmv,mapbox.js,2.0.0,2.1.7,
GHSA-q43c-g2g7-6gxj,keystone,0,4.0.0-beta.7,
GHSA-pch5-whg9-qr2r,netmask,0,2.0.1,
GHSA-3wqf-4x89-9g79,bootstrap,4.0,4.1.2,https://github.com/twbs/bootstrap
GHSA-p6mm-27gq-9v3p,next-auth,0,3.29.9,https://github.com/nextauthjs/next-auth
GHSA-p6mm-27gq-9v3p,next-auth,4.0.0,4.10.2,https://github.com/nextauthjs/next-auth
GHSA-h73q-5wmj-q8pj,datatables.net,0,1.11.3,https://github.com/DataTables/Dist-DataTables
GHSA-mhp6-pxh8-r675,angular,0,1.8.0,https://github.com/angular/angular.js
GHSA-qqxp-xp9v-vvx6,jquery-ui,0,1.10.0,https://github.com/jquery/jquery
GHSA-4hv7-3q38-97m8,djv,0,2.1.4,
GHSA-fvcj-hvfw-7f2v,botframework-connector,4.7.0,4.7.3,
GHSA-fvcj-hvfw-7f2v,botframework-connector,4.8.0,4.8.1,
