vul_id,pkg_name,vul_introduced,vul_fixed,repo_url
GHSA-hrpp-h998-j3pp,qs,6.5.0,6.5.3,https://github.com/ljharb/qs
GHSA-hrpp-h998-j3pp,qs,6.4.0,6.4.1,https://github.com/ljharb/qs
GHSA-hrpp-h998-j3pp,qs,6.3.0,6.3.3,https://github.com/ljharb/qs
GHSA-hrpp-h998-j3pp,qs,0,6.2.4,https://github.com/ljharb/qs
GHSA-2r7f-4h2c-5x73,fury-adapter-swagger,0.2.0,0.9.7,https://github.com/apiaryio/fury-adapter-swagger
GHSA-45q2-34rf-mr94,mquery,0,3.2.3,
GHSA-9wx7-jrvc-28mm,starkbank-ecdsa,0,2.0.1,https://github.com/starkbank/ecdsa-python
GHSA-9wx7-jrvc-28mm,com.starkbank:ecdsa-java,1.0.0,1.0.1,https://github.com/starkbank/ecdsa-python
GHSA-9wx7-jrvc-28mm,starkbank-ecdsa,1.3.1,1.3.2,https://github.com/starkbank/ecdsa-python
GHSA-9wx7-jrvc-28mm,starkbank-ecdsa,1.1.2,1.1.3,https://github.com/starkbank/ecdsa-python
GHSA-mjxr-4v3x-q3m4,sanitize-html,0,2.3.2,
GHSA-hxcm-v35h-mg2x,querystringify,0,2.0.0,
GHSA-p7j5-4mwm-hv86,tinymce,0,4.9.7,
GHSA-p7j5-4mwm-hv86,tinymce,5.0.0,5.1.4,
GHSA-xf5p-87ch-gxw2,marked,0.3.14,0.6.2,https://github.com/markedjs/marked
GHSA-3vjf-82ff-p4r3,urijs,0,1.19.11,https://github.com/medialize/uri.js
GHSA-2877-693q-pj33,genieacs,0,1.2.8,https://github.com/genieacs/genieacs
GHSA-j4f2-536g-r55m,engine.io,0,3.6.0,https://github.com/socketio/engine.io
GHSA-vr5m-3h59-7jcp,think-helper,0,1.1.3,https://github.com/thinkjs/think-helper
GHSA-54xj-q58h-9x57,iobroker.admin,0,3.6.12,
GHSA-3wjm-33mw-h388,s3asy,0.4.8,0.4.7,
GHSA-3gx7-xhv7-5mx3,eslint-utils,1.2.0,1.4.1,https://github.com/mysticatea/eslint-utils
GHSA-q54r-r9pr-w7qv,hexo,0.0.1,6.0.0,https://github.com/hexojs/hexo
GHSA-w5mp-8p8w-mhh8,connection-tester,0,0.2.1,
GHSA-rqwh-c535-j9hw,js-given,0,0.0.18,
GHSA-vh6r-g38f-q3w8,jpv,0,2.2.2,
GHSA-4qqc-mp5f-ccv4,bestzip,0,2.1.7,
GHSA-j533-2g8v-pmpg,simple-markdown,0,0.6.1,https://github.com/ariabuckles/simple-markdown
GHSA-r8hm-w5f7-wj39,tinymce,0,5.10.0,https://github.com/tinymce/tinymce
GHSA-r8hm-w5f7-wj39,tinymce/tinymce,0,5.10.0,https://github.com/tinymce/tinymce
GHSA-r8hm-w5f7-wj39,TinyMCE,0,5.10.0,https://github.com/tinymce/tinymce
GHSA-r8hm-w5f7-wj39,django-tinymce,0,3.4.0,https://github.com/tinymce/tinymce
GHSA-5645-gc7h-98h8,react-dates-sc,0.3.0,0.3.0-beta.83,
GHSA-64g7-mvw6-v9qj,shelljs,0,0.8.5,https://github.com/shelljs/shelljs
GHSA-mpcf-4gmh-23w8,forwarded,0,0.1.2,
GHSA-pp57-mqmh-44h7,macaddress,0,0.2.9,https://github.com/scravy/node-macaddress
GHSA-f52g-6jhx-586p,handlebars,4.0.0,4.4.5,
GHSA-6vrv-94jv-crrg,electron,0,6.1.11,
GHSA-6vrv-94jv-crrg,electron,7.0.0,7.2.4,
GHSA-6vrv-94jv-crrg,electron,8.0.0,8.2.4,
GHSA-92vm-wfm5-mxvv,cookie-signature,0,1.0.4,https://github.com/tj/node-cookie-signature
GHSA-28gr-86hg-r48w,ep_imageconvert,0,0.0.3,https://github.com/redhog/ep_imageconvert
GHSA-85g2-29m8-qf2p,object-collider,1.0.0,1.0.4,
GHSA-56x4-j7p9-fcf9,moment-timezone,0.1.0,0.5.35,https://github.com/moment/moment-timezone
GHSA-hv6q-5g4f-8897,nocodb,0,0.91.9,https://github.com/nocodb/nocodb
GHSA-r8j5-h5cx-65gg,is-svg,2.1.0,4.3.0,https://github.com/sindresorhus/is-svg
GHSA-g954-5hwp-pp24,protobufjs,6.11.0,6.11.3,https://github.com/protobufjs/protobuf.js
GHSA-g954-5hwp-pp24,protobufjs,6.10.0,6.10.3,https://github.com/protobufjs/protobuf.js
GHSA-42wq-rch8-6f6j,@ckeditor/ckeditor5-markdown-gfm,0,35.0.1,https://github.com/ckeditor/ckeditor5
GHSA-42wq-rch8-6f6j,@ckeditor/ckeditor5-html-support,0,35.0.1,https://github.com/ckeditor/ckeditor5
GHSA-42wq-rch8-6f6j,@ckeditor/ckeditor5-html-embed,0,35.0.1,https://github.com/ckeditor/ckeditor5
GHSA-53jx-4wwh-gcqj,angular-location-update,0.0.3,0.0.2,
GHSA-4228-7qvx-f4rq,devcert,0,1.1.2,
GHSA-4vq7-882g-wcg4,vega-functions,0,5.13.1,https://github.com/vega/vega
GHSA-4vq7-882g-wcg4,vega,0,5.23.0,https://github.com/vega/vega
GHSA-p94w-42g3-f7h4,vp-toolkit,0,0.2.2,
GHSA-g3r2-65gc-qpqc,mqtt-packet,0,3.4.6,
GHSA-g3r2-65gc-qpqc,mqtt-packet,4.0.0,4.0.5,
GHSA-4wv4-mgfq-598v,nobelprizeparser,0,1.0.2,
GHSA-98pf-gfh3-x3mp,readthedocs,0,8.8.1,https://github.com/readthedocs/readthedocs.org
GHSA-27h2-hvpr-p74q,jsonwebtoken,0,9.0.0,https://github.com/auth0/node-jsonwebtoken
GHSA-376v-xgjx-7mfr,@fastify/bearer-auth,0,7.0.2,https://github.com/fastify/fastify-bearer-auth
GHSA-376v-xgjx-7mfr,@fastify/bearer-auth,8.0.0,8.0.1,https://github.com/fastify/fastify-bearer-auth
GHSA-m4vv-p6fq-jhqp,@vivaxy/here,0,3.2.2,https://github.com/vivaxy/here
GHSA-fhg7-m89q-25r3,ua-parser-js,0,0.7.33,https://github.com/faisalman/ua-parser-js
GHSA-fhg7-m89q-25r3,ua-parser-js,0.8.0,1.0.33,https://github.com/faisalman/ua-parser-js
GHSA-9w5j-4mwv-2wj8,simple-git,0,3.16.0,
GHSA-gvg7-pp82-cff3,c3,0,0.4.11,https://github.com/c3js/c3
GHSA-xhjx-mfr6-9rr4,samsung-remote,0,1.3.5,
GHSA-39q4-p535-c852,locutus,0,2.0.15,
GHSA-pjxp-f379-6284,@fangrong/xoc,1.0.6,1.0.5,
GHSA-hw4r-xr38-hm8j,unicode-json,0,2.0.0,
GHSA-9c22-pwxw-p6hx,@openzeppelin/contracts,3.2.0,4.4.1,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-9c22-pwxw-p6hx,@openzeppelin/contracts-upgradeable,3.2.0,4.4.1,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-crfx-5phg-hmw9,ids-enterprise,0,4.18.2,
GHSA-grw5-g9h2-wpg8,bootstrap-table,0,1.20.2,https://github.com/wenzhixin/bootstrap-table
GHSA-q674-xm3x-2926,parse-link-header,0,2.0.0,https://github.com/thlorenz/parse-link-header
GHSA-cvj7-5f3c-9vg9,@chainsafe/lodestar,0,0.36.0,https://github.com/ChainSafe/lodestar
GHSA-p2jh-44qj-pf2v,electron,0,18.3.7,https://github.com/electron/electron
GHSA-p2jh-44qj-pf2v,electron,20.0.0-beta.1,20.0.1,https://github.com/electron/electron
GHSA-p2jh-44qj-pf2v,electron,19.0.0-beta.1,19.0.11,https://github.com/electron/electron
GHSA-4q8f-5xxj-946r,addax,0,1.1.0,
GHSA-vqc4-v8hc-h2jg,nitrado.js,0,0.2.5,https://github.com/cainthebest/nitrado.js
GHSA-x8rq-rc7x-5fg5,uppy,0,2.3.3,https://github.com/transloadit/uppy/
GHSA-crrq-vr9j-fxxh,parse-server,0,4.10.13,https://github.com/parse-community/parse-server
GHSA-crrq-vr9j-fxxh,parse-server,5.0.0,5.2.4,https://github.com/parse-community/parse-server
GHSA-hg7c-66ff-9q8g,constantinople,0,3.1.1,
GHSA-vcjj-xf2r-mwvc,knockout,0,3.5.0,
GHSA-878m-3g6q-594q,@openzeppelin/contracts,4.8.0,4.8.2,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-878m-3g6q-594q,@openzeppelin/contracts-upgradeable,4.8.0,4.8.2,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-px4h-xg32-q955,normalize-url,4.3.0,4.5.1,https://github.com/sindresorhus/normalize-url
GHSA-px4h-xg32-q955,normalize-url,5.0.0,5.3.1,https://github.com/sindresorhus/normalize-url
GHSA-px4h-xg32-q955,normalize-url,6.0.0,6.0.1,https://github.com/sindresorhus/normalize-url
GHSA-6x33-pw7p-hmpq,http-proxy,0,1.18.1,
GHSA-q8gg-vj6m-hgmj,@braintree/sanitize-url,0,6.0.1,https://github.com/braintree/sanitize-url
GHSA-v78c-4p63-2j6c,moment-timezone,0.1.0,0.5.35,https://github.com/moment/moment-timezone
GHSA-xp9c-82x8-7f67,@node-red/runtime,0,1.2.8,https://github.com/node-red/node-red
GHSA-qjmq-8hjr-qcv6,generator-jhipster,7.0.0,7.8.1,https://github.com/jhipster/generator-jhipster
GHSA-rh9j-f5f8-rvgc,parse-server,0,4.10.11,https://github.com/parse-community/parse-server
GHSA-rh9j-f5f8-rvgc,parse-server,5.0.0,5.2.2,https://github.com/parse-community/parse-server
GHSA-8gwj-8hxc-285w,json-ptr,0,3.0.0,https://github.com/flitbit/json-ptr
GHSA-58f5-hfqc-jgch,jose,1.0.0,1.28.1,
GHSA-58f5-hfqc-jgch,jose,2.0.0,2.0.5,
GHSA-58f5-hfqc-jgch,jose,3.0.0,3.11.4,
GHSA-7f53-fmmv-mfjv,react-native,0.59.0,0.62.3,
GHSA-7f53-fmmv-mfjv,react-native,0.63.0,0.64.1,
GHSA-2r2c-g63r-vccr,node-forge,0,1.3.0,https://github.com/digitalbazaar/forge
GHSA-wg6g-ppvx-927h,cached-path-relative,0,1.1.0,https://github.com/ashaffer/cached-path-relative
GHSA-mpjf-8cmf-p789,jingo,0,1.9.2,
GHSA-h87q-g2wp-47pj,jsrsasign,0,10.2.0,
GHSA-hvf8-h2qh-37m9,electron,0,9.4.0,
GHSA-hvf8-h2qh-37m9,electron,10.0.0,10.2.0,
GHSA-hvf8-h2qh-37m9,electron,11.0.0,11.1.0,
GHSA-9xgp-hfw7-73rq,keystone,0,0.3.16,
GHSA-77qm-wvqq-fg79,directus,0,9.15.0,https://github.com/directus/directus
GHSA-hh27-ffr2-f2jc,url-parse,0,1.5.2,https://github.com/unshiftio/url-parse
GHSA-7qcx-4p32-qcmx,cassproject,0,1.5.8,https://github.com/cassproject/CASS
GHSA-r24h-634p-m72x,schema-inspector,0,1.6.9,https://github.com/Atinux/schema-inspector
GHSA-8hfj-j24r-96c4,moment,0,2.29.2,https://github.com/moment/moment
GHSA-8hfj-j24r-96c4,Moment.js,0,2.29.2,https://github.com/moment/moment
GHSA-gh4g-3gm9-5wrq,shave,0,2.5.3,
GHSA-f9cm-qmx5-m98h,merge,0,1.2.1,
GHSA-qh9x-gcfh-pcrw,@openzeppelin/contracts,4.0.0,4.7.1,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-qh9x-gcfh-pcrw,@openzeppelin/contracts-upgradeable,4.0.0,4.7.1,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-273r-rm8g-7f3x,mercurius,8.10.0,8.11.2,https://github.com/mercurius-js/mercurius
GHSA-8v5f-hp78-jgxq,jwt-simple,0,0.5.3,
GHSA-6fmm-47qc-p4m4,harp,0,0.40.3,
GHSA-w6cx-qg2q-rvq8,@finastra/ssr-pages,0,0.1.4,https://github.com/Finastra/ssr-pages
GHSA-9vrw-m88g-w75q,@hapi/accept,3.2.0,3.2.4,
GHSA-9vrw-m88g-w75q,@hapi/accept,4.0.0,5.0.1,
GHSA-pf2j-9qmp-jqr2,typeorm,0,0.2.25,
GHSA-86mr-6m89-vgj3,node-weakauras-parser,1.0.4,1.0.5,https://github.com/Zireael-N/node-weakauras-parser
GHSA-86mr-6m89-vgj3,node-weakauras-parser,2.0.0,2.0.2,https://github.com/Zireael-N/node-weakauras-parser
GHSA-86mr-6m89-vgj3,node-weakauras-parser,3.0.0,3.0.1,https://github.com/Zireael-N/node-weakauras-parser
GHSA-m86m-5m44-pc93,grpc-ts-health-check,0,2.0.0,
GHSA-qpfw-4m9x-rxx8,@azure/ms-rest-nodeauth,0,3.0.8,
GHSA-282f-qqgm-c34q,jsonpointer,0,5.0.0,https://github.com/janl/node-jsonpointer
GHSA-p3rp-vmj9-gv6v,mermaid,0,8.13.8,https://github.com/mermaid-js/mermaid
GHSA-m5pj-vjjf-4m3h,grunt,0,1.3.0,
GHSA-6xc2-mj39-q599,strapi,0,3.0.0-beta.17.5,https://github.com/strapi/strapi
GHSA-pvmx-g8h5-cprj,ckeditor4,0,4.17.0,https://github.com/ckeditor/ckeditor4
GHSA-5h5r-23r4-m87h,gitbook,0,3.2.2,
GHSA-q3f4-9h4p-vgr3,@lionello/secp256k1-js,0,1.1.0,https://github.com/lionello/secp256k1-js
GHSA-vqfx-gj96-3w95,sequelize,0,6.28.1,https://github.com/sequelize/sequelize
GHSA-vqfx-gj96-3w95,@sequelize/core,0,7.0.0-alpha.20,https://github.com/sequelize/sequelize
GHSA-fjqr-fx3f-g4rv,electron,0,1.8.2-beta5,
GHSA-vvj3-85vf-fgmw,global-modules-path,0,3.0.0,https://github.com/rosen-vladimirov/global-modules-path
GHSA-fr6q-jv7j-35g3,w-zip,0,1.0.12,https://github.com/yuda-lyu/w-zip
GHSA-3wh2-2pp3-2823,simple-alipay,1.0.1,1.0.0,
GHSA-8h2f-7jc4-7m3m,urijs,0,1.19.10,https://github.com/medialize/uri.js
GHSA-jfgq-g48x-jq83,iedriver,0,3.0.0,
GHSA-856x-cp3q-47vg,airbrake,0,0.4.0,
GHSA-86ch-6w7v-v6xf,@soketi/soketi,0,0.24.1,https://github.com/soketi/soketi
GHSA-wfhx-6pcm-7m55,ponse,0,2.0.2,
GHSA-ff29-f57w-2mm3,geoip-lite-country,0,1.1.4,
GHSA-9qrh-qjmc-5w2p,sqlite3,5.0.0,5.0.3,https://github.com/TryGhost/node-sqlite3
GHSA-7fm6-gxqg-2pwr,total.js,0,3.4.9,
GHSA-qpqh-46qj-vwcw,docsify,0,4.11.4,
GHSA-v7x3-7hw7-pcjg,renovate,13.87.0,19.38.7,https://github.com/renovatebot/renovate
GHSA-9c2p-jw8p-f84v,sequelize,0,3.20.0,
GHSA-h5mp-5q4p-ggf5,lodash.defaultsdeep,0,4.6.1,
GHSA-c3m8-x3cg-qm2c,helmet-csp,1.2.2,2.9.1,https://github.com/helmetjs/csp/
GHSA-m94c-37g6-cjhc,ckeditor4,0,4.16.2,https://github.com/ckeditor/ckeditor4
GHSA-w5m3-xh75-mp55,vega,0,5.23.0,https://github.com/vega/vega
GHSA-w5m3-xh75-mp55,vega-functions,0,5.13.1,https://github.com/vega/vega
GHSA-7f63-h6g3-7cwm,@finastra/ssr-pages,0,0.1.5,https://github.com/Finastra/ssr-pages
GHSA-v588-qcp3-jv46,serve,0,7.1.3,
GHSA-hw46-vg6w-88fj,replicator,0,1.0.4,https://github.com/inikulin/replicator
GHSA-4m44-5j2g-xf64,ckeditor4,0,4.15.1,https://github.com/ckeditor/ckeditor4
GHSA-4x6v-rwh4-55jw,pomelo,0,2.2.7,
GHSA-hf66-r44g-p7j9,handsontable,0,10.0.0,https://github.com/handsontable/handsontable
GHSA-wqxw-8h5g-hq56,switcher-client,0,3.1.4,https://github.com/switcherapi/switcher-client-master
GHSA-p4cc-w597-6cpm,nodebb,0,1.19.8,https://github.com/NodeBB/NodeBB
GHSA-p4cc-w597-6cpm,nodebb,2.0.0,2.0.1,https://github.com/NodeBB/NodeBB
GHSA-r2j6-p67h-q639,semantic-release,0,17.2.3,
GHSA-92xj-mqp7-vmcj,node-forge,0,0.10.0,https://github.com/digitalbazaar/forge
GHSA-297x-8xj4-vcxv,dot,0,1.1.3,
GHSA-675m-85rw-j3w4,just-extend,0,4.0.0,
GHSA-r657-33vp-gp22,parse-server,0,4.10.16,https://github.com/parse-community/parse-server
GHSA-r657-33vp-gp22,parse-server,5.0.0,5.2.7,https://github.com/parse-community/parse-server
GHSA-vwjc-q9px-r9vq,ecstatic,0,1.4.0,
GHSA-j7qv-pgf6-hvh4,jquery-ui,0,1.13.0,https://github.com/jquery/jquery-ui
GHSA-4rq4-32rv-6wp6,shelljs,0,0.8.5,https://github.com/shelljs/shelljs
GHSA-mj87-8xf8-fp4w,yui,0,3.10.3,
GHSA-f772-66g8-q5h3,undici,0,5.8.2,https://github.com/nodejs/undici
GHSA-6494-v9fq-fgq2,keystone,0,4.0.0-beta7,
GHSA-j9m2-h2pv-wvph,jquery-validation,0,1.19.4,https://github.com/jquery-validation/jquery-validation
GHSA-9v3m-8fp8-mj99,bootstrap,0,4.3.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap-sass,3.0.0,3.4.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,Bootstrap.Less,3.0.0,3.4.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap,4.0.0,4.3.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap,3.0.0,3.4.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap.sass,0,4.3.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap,4.0.0,4.3.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap,3.0.0,3.4.1,https://github.com/twbs/bootstrap
GHSA-9v3m-8fp8-mj99,bootstrap-sass,3.0.0,3.4.1,https://github.com/twbs/bootstrap
GHSA-78cj-fxph-m83p,ua-parser-js,0.7.14,0.7.24,
GHSA-4jwp-vfvf-657p,bson,0,1.1.4,
GHSA-qjm7-55vv-3c5f,mel-spintax,0,1.0.3,https://github.com/melnaron/mel-spintax
GHSA-6jg8-7333-554w,realms-shim,0,1.2.0,https://github.com/Agoric/realms-shim/
GHSA-6jg8-7333-554w,ses,0,0.6.3,https://github.com/Agoric/realms-shim/
GHSA-gjh4-fcv3-whpq,webtorrent,0,0.107.6,
GHSA-qrpm-p2h7-hrv2,nanoid,3.0.0,3.1.31,https://github.com/ai/nanoid
GHSA-44c6-4v22-4mhx,semver-regex,0,3.1.3,https://github.com/sindresorhus/semver-regex
GHSA-44c6-4v22-4mhx,semver-regex,4.0.0,4.0.1,https://github.com/sindresorhus/semver-regex
GHSA-hj9c-8jmm-8c52,npm,7.9.0,8.11.0,https://github.com/npm/cli/
GHSA-mh5c-679w-hh4r,mongodb,0,3.1.13,
GHSA-wc9v-mj63-m9g5,pg,0,2.11.2,
GHSA-wc9v-mj63-m9g5,pg,3.0.0,3.6.4,
GHSA-wc9v-mj63-m9g5,pg,4.0.0,4.5.7,
GHSA-wc9v-mj63-m9g5,pg,5.0.0,5.2.1,
GHSA-wc9v-mj63-m9g5,pg,6.0.0,6.0.5,
GHSA-wc9v-mj63-m9g5,pg,6.1.0,6.1.6,
GHSA-wc9v-mj63-m9g5,pg,6.2.0,6.2.5,
GHSA-wc9v-mj63-m9g5,pg,6.3.0,6.3.3,
GHSA-wc9v-mj63-m9g5,pg,6.4.0,6.4.2,
GHSA-wc9v-mj63-m9g5,pg,7.0.0,7.0.2,
GHSA-wc9v-mj63-m9g5,pg,7.1.0,7.1.2,
GHSA-53xv-c2hx-5w6q,node-windows,0,1.0.0-beta.6,https://github.com/coreybutler/node-windows
GHSA-23wx-cgxq-vpwx,dset,0,3.1.2,https://github.com/lukeed/dset
GHSA-23wx-cgxq-vpwx,org.webjars.npm:dset,0,3.1.2,https://github.com/lukeed/dset
GHSA-f3pp-32qc-36w4,jointjs,0,3.4.2,https://github.com/clientIO/joint
GHSA-69rr-wvh9-6c4q,st,0,0.2.5,https://github.com/isaacs/st
GHSA-j9cf-pr2x-5273,dot-object,0,2.1.3,https://github.com/rhalff/dot-object
GHSA-8hw9-22v6-9jr9,@curveball/a12n-server,0.18.0,0.18.2,
GHSA-vc6r-4x6g-mmqc,m-server,0,1.4.2,
GHSA-vfp9-gwrh-wq9g,crud-file-server,0,0.9.0,
GHSA-v86x-f47q-f7f4,atompm,0,0.8.2,
GHSA-89gv-h8wf-cg8r,urijs,0,1.19.7,
GHSA-r578-pj6f-r4ff,@apollosproject/data-connector-rock,0,2.20.0,
GHSA-4x6g-3cmx-w76r,snyk,0,1.1064.0,
GHSA-4x6g-3cmx-w76r,snyk-mvn-plugin,0,2.31.3,
GHSA-4x6g-3cmx-w76r,snyk-sbt-plugin,0,2.16.2,
GHSA-4x6g-3cmx-w76r,snyk-python-plugin,0,1.24.2,
GHSA-4x6g-3cmx-w76r,@snyk/snyk-hex-plugin,0,1.1.6,
GHSA-4x6g-3cmx-w76r,snyk-gradle-plugin,0,3.24.5,
GHSA-4x6g-3cmx-w76r,snyk-docker-plugin,0,5.6.5,
GHSA-4x6g-3cmx-w76r,@snyk/snyk-cocoapods-plugin,0,2.5.3,
GHSA-6r5x-hmgg-7h53,handlebars,0,4.1.0,
GHSA-f9wg-5f46-cjmw,next-auth,0,3.29.2,https://github.com/nextauthjs/next-auth
GHSA-f9wg-5f46-cjmw,next-auth,4.0.0,4.3.2,https://github.com/nextauthjs/next-auth
GHSA-8qh7-xw58-3ww7,radic-util,1.0.2,1.0.1,
GHSA-wr66-vrwm-5g5x,next,12.0.0,12.0.9,https://github.com/vercel/next.js
GHSA-qpjp-7rp2-9c3f,validator,0,1.1.0,
GHSA-fpm5-vv97-jfwg,@firebase/util,0,0.3.4,
GHSA-73rg-x683-m3qw,canvas,0,1.6.11,
GHSA-8w57-jfpm-945m,http-proxy-agent,0,2.1.0,
GHSA-3fwq-qv5v-2wxf,web-node-server,0,0.0.11,
GHSA-93vw-8fm5-p2jf,parse-server,0,4.10.20,https://github.com/parse-community/parse-server
GHSA-93vw-8fm5-p2jf,parse-server,5.0.0,5.3.3,https://github.com/parse-community/parse-server
GHSA-6j22-wv8g-894f,@shopify/hydrogen,0.10.0,0.19.0,https://github.com/Shopify/hydrogen
GHSA-q4qq-fm7q-cwp5,validator,0,1.1.0,
GHSA-6x93-h9g3-9phr,otp-generator,0,3.0.0,https://github.com/Maheshkumar-Kakade/otp-generator
GHSA-gf8q-jrpm-jvxq,node-forge,0,1.0.0,https://github.com/digitalbazaar/forge/
GHSA-vxf5-wxwp-m7g9,next,0.9.9,11.1.0,https://github.com/vercel/next.js
GHSA-jqfh-8hw5-fqjr,detect-character-encoding,0,0.7.0,https://github.com/sonicdoe/detect-character-encoding
GHSA-28xx-8j99-m32j,nginxbeautifier,1.0.14,1.0.15,
GHSA-mh2h-6j8q-x246,codecov,0,3.6.2,https://github.com/codecov/codecov-node
GHSA-qgmg-gppg-76g5,validator,0,13.7.0,https://github.com/validatorjs/validator.js
GHSA-w9mr-4mfr-499f,ms,0,2.0.0,https://github.com/vercel/ms
GHSA-w5mw-f2hq-5fw8,gry,0,6.0.0,https://github.com/IonicaBizau/node-gry
GHSA-8gpg-466c-5cpj,skywalking-backend-js,0,0.5.1,https://github.com/apache/skywalking-nodejs
GHSA-446m-mv8f-q348,moment,0,2.19.3,https://github.com/moment/moment
GHSA-hgwm-pv9h-q5m7,mirador,0,3.0.0-alpha.0,https://github.com/ProjectMirador/mirador
GHSA-hv9c-qwqg-qj3v,electron,1.7.0,1.7.16,https://github.com/electron/electron
GHSA-hv9c-qwqg-qj3v,electron,1.8.0,1.8.8,https://github.com/electron/electron
GHSA-hv9c-qwqg-qj3v,electron,2.0.0,2.0.8,https://github.com/electron/electron
GHSA-hv9c-qwqg-qj3v,electron,3.0.0-beta.1,3.0.0-beta.7,https://github.com/electron/electron
GHSA-5v7r-jg9r-vq44,simple-crypto-js,0,2.3.0,https://github.com/danang-id/simple-crypto-js
GHSA-2wrq-wmqf-8vcc,operadriver,0,0.2.3,
GHSA-7r3h-m5j6-3q42,@actions/core,0,1.9.1,https://github.com/actions/toolkit
GHSA-ph58-4vrj-w6hr,bootstrap,0,3.4.0,https://github.com/twbs/bootstrap
GHSA-gg8r-xjwq-4w92,tinymce,6.0.0,6.3.1,https://github.com/tinymce/tinymce
GHSA-gg8r-xjwq-4w92,tinymce/tinymce,6.0.0,6.3.1,https://github.com/tinymce/tinymce
GHSA-gg8r-xjwq-4w92,TinyMCE,6.0.0,6.3.1,https://github.com/tinymce/tinymce
GHSA-gg8r-xjwq-4w92,tinymce,0,5.10.7,https://github.com/tinymce/tinymce
GHSA-gg8r-xjwq-4w92,tinymce/tinymce,0,5.10.7,https://github.com/tinymce/tinymce
GHSA-gg8r-xjwq-4w92,TinyMCE,0,5.10.7,https://github.com/tinymce/tinymce
GHSA-4gw3-8f77-f72c,codemirror,0,5.58.2,
GHSA-6m4r-cgm3-6q7q,status-board,0,1.1.82,
GHSA-hg2p-2cvq-4ppv,lazysizes,0,5.2.1,
GHSA-f89g-whpf-6q9m,i18next,0,1.10.3,
GHSA-3fw8-66wf-pr7m,connect,0,2.8.1,
GHSA-7c82-mp33-r854,bootstrap-select,0,1.13.6,
GHSA-4mv4-gmmf-q382,datatables,0,1.10.10,https://github.com/DataTables/DataTables
GHSA-qrg3-f6h6-vq8q,https-proxy-agent,0,2.2.0,
GHSA-5cp4-xmrw-59wf,angular,0,1.8.0,https://github.com/angular/angular.js
GHSA-3f99-hvg4-qjwj,keypair,0,1.0.4,https://github.com/juliangruber/keypair
GHSA-wc69-rhjr-hc9g,moment,2.18.0,2.29.4,https://github.com/moment/moment
GHSA-wc69-rhjr-hc9g,Moment.js,2.18.0,2.29.4,https://github.com/moment/moment
GHSA-hxcc-f52p-wc94,serialize-javascript,0,3.1.0,https://github.com/yahoo/serialize-javascript
GHSA-xr53-m937-jr9c,ngx-md,0,6.0.3,https://github.com/dimpu/ngx-md
GHSA-hgpf-97c5-74fc,@absolunet/kafe,0,3.2.10,
GHSA-hjrf-2m68-5959,jsonwebtoken,0,9.0.0,https://github.com/auth0/node-jsonwebtoken
GHSA-fgfj-rj24-mj7q,kraken-api,0.1.8,0.1.7,
GHSA-v3px-6cc8-f8j3,servey,0,3.3.2,
GHSA-3fc5-9x9m-vqc4,express-cart,0,1.1.6,
GHSA-mc23-976p-j42x,xterm,0,3.8.1,https://github.com/xtermjs/xterm.js
GHSA-mc23-976p-j42x,xterm,3.9.0,3.9.2,https://github.com/xtermjs/xterm.js
GHSA-mc23-976p-j42x,xterm,3.10.0,3.10.1,https://github.com/xtermjs/xterm.js
GHSA-6g6m-m6h5-w9gf,express-jwt,0,6.0.0,
GHSA-g53w-52xc-2j85,react,0.4.0,0.4.2,https://github.com/facebook/react
GHSA-g53w-52xc-2j85,react,0.5.0,0.5.2,https://github.com/facebook/react
GHSA-gm9x-q798-hmr4,git-tags-remote,0,1.0.4,https://github.com/sh0ji/git-tags-remote
GHSA-pmw4-jgxx-pcq9,ftp-srv,0,4.4.0,
GHSA-gg2g-m5wc-vccq,projen,0.6.0,0.16.41,
GHSA-c4w7-xm78-47vh,y18n,0,3.2.2,https://github.com/yargs/y18n
GHSA-c4w7-xm78-47vh,y18n,4.0.0,4.0.1,https://github.com/yargs/y18n
GHSA-c4w7-xm78-47vh,y18n,5.0.0,5.0.5,https://github.com/yargs/y18n
GHSA-8wgc-jjvv-cv6v,loopback,0,2.40.0,https://github.com/strongloop/loopback
GHSA-8wgc-jjvv-cv6v,loopback,3.0.0,3.22.0,https://github.com/strongloop/loopback
