"system_name","package_name","version_name","release_date","next_version_name","next_version_release_date"
"NPM","swagger-ui","3.0.17","2017-06-24 04:45:20","3.0.18","2017-07-08 01:46:19"
"NPM","swagger-ui","3.0.18","2017-07-08 01:46:19","3.0.19","2017-07-15 05:00:00"
"NPM","swagger-ui","3.0.19","2017-07-15 05:00:00","3.0.20","2017-07-22 04:57:48"
"NPM","swagger-ui","3.0.20","2017-07-22 04:57:48","3.0.21","2017-07-24 20:54:32"
"NPM","swagger-ui","3.0.21","2017-07-24 20:54:32","3.1.0","2017-07-29 19:21:28"
"NPM","swagger-ui","3.1.0","2017-07-29 19:21:28","3.1.1","2017-07-30 04:57:29"
"NPM","swagger-ui","3.1.1","2017-07-30 04:57:29","3.1.2","2017-07-31 22:54:53"
"NPM","swagger-ui","3.1.2","2017-07-31 22:54:53","3.1.3","2017-08-05 04:51:39"
"NPM","swagger-ui","3.1.3","2017-08-05 04:51:39","3.1.4","2017-08-05 18:33:45"
"NPM","swagger-ui","3.1.4","2017-08-05 18:33:45","3.1.5","2017-08-12 04:50:21"
"NPM","swagger-ui","3.1.5","2017-08-12 04:50:21","3.1.6","2017-08-19 01:57:05"
"NPM","swagger-ui","3.1.6","2017-08-19 01:57:05","3.1.7","2017-08-26 01:53:38"
"NPM","swagger-ui","3.1.7","2017-08-26 01:53:38","3.2.0","2017-09-09 20:40:34"
"NPM","swagger-ui","3.2.0","2017-09-09 20:40:34","3.2.1","2017-09-16 04:28:24"
"NPM","swagger-ui","3.2.1","2017-09-16 04:28:24","3.2.2","2017-09-23 21:50:14"
"NPM","swagger-ui","3.2.2","2017-09-23 21:50:14","3.3.0","2017-09-30 01:59:48"
"NPM","swagger-ui","3.3.0","2017-09-30 01:59:48","3.3.1","2017-10-02 22:41:37"
"NPM","swagger-ui","3.3.1","2017-10-02 22:41:37","3.3.2","2017-10-14 04:58:37"
"NPM","swagger-ui","3.3.2","2017-10-14 04:58:37","3.4.0","2017-10-21 03:42:32"
"NPM","swagger-ui","3.4.0","2017-10-21 03:42:32","3.4.1","2017-10-28 07:48:56"
"NPM","swagger-ui","3.4.1","2017-10-28 07:48:56","3.4.2","2017-10-31 02:50:31"
"NPM","swagger-ui","3.4.2","2017-10-31 02:50:31","3.4.3","2017-11-04 02:58:14"
"NPM","swagger-ui","3.4.3","2017-11-04 02:58:14","3.4.4","2017-11-11 07:30:47"
"NPM","swagger-ui","3.4.4","2017-11-11 07:30:47","3.4.5","2017-11-18 07:16:44"
"NPM","swagger-ui","3.4.5","2017-11-18 07:16:44","3.5.0","2017-11-23 19:07:57"
"NPM","swagger-ui","3.5.0","2017-11-23 19:07:57","3.6.0","2017-12-02 08:11:41"
"NPM","swagger-ui","3.6.0","2017-12-02 08:11:41","3.6.1","2017-12-09 19:09:53"
"NPM","swagger-ui","3.6.1","2017-12-09 19:09:53","3.7.0","2017-12-16 08:41:02"
"NPM","swagger-ui","3.7.0","2017-12-16 08:41:02","3.8.0","2017-12-23 08:21:34"
"NPM","swagger-ui","3.8.0","2017-12-23 08:21:34","3.8.1","2017-12-30 07:44:17"
"NPM","swagger-ui","3.8.1","2017-12-30 07:44:17","3.9.0","2018-01-06 08:32:05"
"NPM","swagger-ui","3.9.0","2018-01-06 08:32:05","3.9.1","2018-01-13 07:37:59"
"NPM","swagger-ui","3.9.1","2018-01-13 07:37:59","3.9.2","2018-01-20 08:12:36"
"NPM","swagger-ui","3.9.2","2018-01-20 08:12:36","3.9.3","2018-01-27 03:43:39"
"NPM","swagger-ui","3.9.3","2018-01-27 03:43:39","3.10.0","2018-02-10 04:52:29"
"NPM","swagger-ui","3.10.0","2018-02-10 04:52:29","3.11.0","2018-02-24 07:52:34"
"NPM","swagger-ui","3.11.0","2018-02-24 07:52:34","3.12.0","2018-03-03 05:21:31"
"NPM","swagger-ui","3.12.0","2018-03-03 05:21:31","3.12.1","2018-03-10 05:00:11"
"NPM","swagger-ui","3.12.1","2018-03-10 05:00:11","3.13.0","2018-03-17 07:32:40"
"NPM","swagger-ui","3.13.0","2018-03-17 07:32:40","3.13.1","2018-03-24 21:26:45"
"NPM","swagger-ui","3.13.1","2018-03-24 21:26:45","3.13.2","2018-03-31 05:04:11"
"NPM","swagger-ui","3.13.2","2018-03-31 05:04:11","3.13.3","2018-04-07 06:00:44"
"NPM","swagger-ui","3.13.3","2018-04-07 06:00:44","3.13.4","2018-04-14 01:54:00"
"NPM","swagger-ui","3.13.4","2018-04-14 01:54:00","3.13.5","2018-04-21 03:40:53"
"NPM","swagger-ui","3.13.5","2018-04-21 03:40:53","3.13.6","2018-04-24 07:23:59"
"NPM","swagger-ui","3.13.6","2018-04-24 07:23:59","3.14.0","2018-04-28 06:26:15"
"NPM","swagger-ui","3.14.0","2018-04-28 06:26:15","3.14.1","2018-05-05 02:34:24"
"NPM","swagger-ui","3.14.1","2018-05-05 02:34:24","3.14.2","2018-05-12 07:13:44"
"NPM","swagger-ui","3.14.2","2018-05-12 07:13:44","3.15.0","2018-05-19 07:45:51"
"NPM","swagger-ui","3.15.0","2018-05-19 07:45:51","3.16.0","2018-05-26 08:19:02"
"NPM","swagger-ui","3.16.0","2018-05-26 08:19:02","3.17.0","2018-06-02 04:38:10"
"NPM","swagger-ui","3.17.0","2018-06-02 04:38:10","3.17.1","2018-06-16 07:50:35"
"NPM","swagger-ui","3.17.1","2018-06-16 07:50:35","3.17.2","2018-06-30 19:38:05"
"NPM","swagger-ui","3.17.2","2018-06-30 19:38:05","3.17.3","2018-07-07 08:02:49"
"NPM","swagger-ui","3.17.3","2018-07-07 08:02:49","3.17.5","2018-07-19 22:50:19"
"NPM","swagger-ui","3.17.5","2018-07-19 22:50:19","3.17.6","2018-07-28 03:51:52"
"NPM","swagger-ui","3.17.6","2018-07-28 03:51:52","3.18.0","2018-08-04 09:23:45"
"NPM","swagger-ui","3.18.0","2018-08-04 09:23:45","3.18.1","2018-08-11 06:00:51"
"NPM","swagger-ui","3.18.1","2018-08-11 06:00:51","3.18.2","2018-08-25 08:31:21"
"NPM","swagger-ui","3.18.2","2018-08-25 08:31:21","3.18.3","2018-09-08 04:15:33"
"NPM","swagger-ui","3.18.3","2018-09-08 04:15:33","3.19.0","2018-09-15 05:49:18"
"NPM","swagger-ui","3.19.0","2018-09-15 05:49:18","3.19.1","2018-09-29 01:58:26"
"NPM","swagger-ui","3.19.1","2018-09-29 01:58:26","3.19.2","2018-10-02 01:39:42"
"NPM","swagger-ui","3.19.2","2018-10-02 01:39:42","3.19.3","2018-10-08 19:42:51"
"NPM","swagger-ui","3.19.3","2018-10-08 19:42:51","3.19.4","2018-10-20 04:48:24"
"NPM","swagger-ui","3.19.4","2018-10-20 04:48:24","3.19.5","2018-11-05 05:26:28"
"NPM","swagger-ui","3.19.5","2018-11-05 05:26:28","3.20.0","2018-11-17 01:13:31"
"NPM","swagger-ui","3.20.0","2018-11-17 01:13:31","3.20.1","2018-11-24 01:04:16"
"NPM","swagger-ui","3.20.1","2018-11-24 01:04:16","3.20.2","2018-12-07 19:57:41"
"NPM","swagger-ui","3.20.2","2018-12-07 19:57:41","3.20.3","2018-12-15 03:04:18"
"NPM","swagger-ui","3.20.3","2018-12-15 03:04:18","3.20.4","2018-12-22 16:13:23"
"NPM","swagger-ui","3.20.4","2018-12-22 16:13:23","3.20.5","2019-01-12 07:08:58"
"NPM","swagger-ui","3.20.5","2019-01-12 07:08:58","3.20.6","2019-02-02 06:59:29"
"NPM","swagger-ui","3.20.6","2019-02-02 06:59:29","3.20.7","2019-02-08 23:27:36"
"NPM","swagger-ui","3.20.7","2019-02-08 23:27:36","3.20.8","2019-02-16 02:50:29"
"NPM","swagger-ui","3.20.8","2019-02-16 02:50:29","3.20.9","2019-02-24 01:37:51"
"NPM","swagger-ui","3.20.9","2019-02-24 01:37:51","3.20.10","2019-03-02 05:31:23"
"NPM","swagger-ui","3.20.10","2019-03-02 05:31:23","3.21.0","2019-03-02 06:24:26"
"NPM","swagger-ui","3.21.0","2019-03-02 06:24:26","3.22.0","2019-03-23 08:21:25"
"NPM","swagger-ui","3.22.0","2019-03-23 08:21:25","3.22.1","2019-04-13 01:40:39"
"NPM","swagger-ui","3.22.1","2019-04-13 01:40:39","3.22.2","2019-05-22 01:36:56"
"NPM","swagger-ui","3.22.2","2019-05-22 01:36:56","3.22.3","2019-06-08 18:14:13"
"NPM","swagger-ui","3.22.3","2019-06-08 18:14:13","3.23.0","2019-06-29 19:43:33"
"NPM","swagger-ui","3.23.0","2019-06-29 19:43:33","3.23.1","2019-07-13 06:20:20"
"NPM","swagger-ui","3.23.1","2019-07-13 06:20:20","3.23.2","2019-07-30 03:33:20"
"NPM","swagger-ui","3.23.2","2019-07-30 03:33:20","3.23.3","2019-07-30 18:26:22"
"NPM","swagger-ui","3.23.3","2019-07-30 18:26:22","3.23.4","2019-08-03 06:49:47"
"NPM","swagger-ui","3.23.4","2019-08-03 06:49:47","3.23.5","2019-08-10 08:29:13"
"NPM","swagger-ui","3.23.5","2019-08-10 08:29:13","3.23.6","2019-08-24 02:30:27"
"NPM","swagger-ui","3.23.6","2019-08-24 02:30:27","3.23.7","2019-09-01 01:02:53"
"NPM","swagger-ui","3.23.7","2019-09-01 01:02:53","3.23.8","2019-09-02 17:13:52"
"NPM","swagger-ui","3.23.8","2019-09-02 17:13:52","3.23.9","2019-09-10 06:41:54"
"NPM","swagger-ui","3.23.9","2019-09-10 06:41:54","3.23.10","2019-09-15 20:39:39"
"NPM","swagger-ui","3.23.10","2019-09-15 20:39:39","3.23.11","2019-09-20 20:34:26"
"NPM","swagger-ui","3.23.11","2019-09-20 20:34:26","3.24.0","2019-10-12 00:56:01"
"NPM","swagger-ui","3.24.0","2019-10-12 00:56:01","3.24.1","2019-11-04 04:16:25"
"NPM","swagger-ui","3.24.1","2019-11-04 04:16:25","3.24.2","2019-11-04 05:05:58"
"NPM","swagger-ui","3.24.2","2019-11-04 05:05:58","3.24.3","2019-11-18 00:04:25"
"NPM","swagger-ui","3.24.3","2019-11-18 00:04:25","3.25.0","2020-01-17 21:39:30"
"NPM","swagger-ui","3.25.0","2020-01-17 21:39:30","3.25.1","2020-04-24 23:50:59"
"NPM","swagger-ui","3.25.1","2020-04-24 23:50:59","3.25.2","2020-05-07 16:05:11"
"NPM","swagger-ui","3.25.2","2020-05-07 16:05:11","3.25.3","2020-05-14 20:58:55"
"NPM","swagger-ui","3.25.3","2020-05-14 20:58:55","3.25.4","2020-05-21 19:01:01"
"NPM","swagger-ui","3.25.4","2020-05-21 19:01:01","3.25.5","2020-05-28 17:37:50"
"NPM","swagger-ui","3.25.5","2020-05-28 17:37:50","3.26.0","2020-06-05 00:57:14"
"NPM","swagger-ui","3.26.0","2020-06-05 00:57:14","3.26.1","2020-06-11 21:31:23"
"NPM","swagger-ui","3.26.1","2020-06-11 21:31:23","3.26.2","2020-06-12 13:09:05"
"NPM","swagger-ui","3.26.2","2020-06-12 13:09:05","3.27.0","2020-06-18 20:25:45"
"NPM","swagger-ui","3.27.0","2020-06-18 20:25:45","3.28.0","2020-06-29 12:43:39"
"NPM","swagger-ui","3.28.0","2020-06-29 12:43:39","3.29.0","2020-07-17 02:37:51"
"NPM","swagger-ui","3.29.0","2020-07-17 02:37:51","3.30.0","2020-07-17 22:50:32"
"NPM","swagger-ui","3.30.0","2020-07-17 22:50:32","3.30.1","2020-07-21 19:36:13"
"NPM","swagger-ui","3.30.1","2020-07-21 19:36:13","3.30.2","2020-07-22 20:37:51"
"NPM","swagger-ui","3.30.2","2020-07-22 20:37:51","3.31.0","2020-07-30 16:59:02"
"NPM","swagger-ui","3.31.0","2020-07-30 16:59:02","3.31.1","2020-07-30 18:09:20"
"NPM","swagger-ui","3.31.1","2020-07-30 18:09:20","3.32.0","2020-08-14 21:28:44"
"NPM","swagger-ui","3.32.0","2020-08-14 21:28:44","3.32.1","2020-08-14 23:16:17"
"NPM","swagger-ui","3.32.1","2020-08-14 23:16:17","3.32.2","2020-08-19 00:36:04"
"NPM","swagger-ui","3.32.2","2020-08-19 00:36:04","3.32.3","2020-08-19 18:51:36"
"NPM","swagger-ui","3.32.3","2020-08-19 18:51:36","3.32.4","2020-08-20 23:44:48"
"NPM","swagger-ui","3.32.4","2020-08-20 23:44:48","3.32.5","2020-08-27 20:11:11"
"NPM","swagger-ui","3.32.5","2020-08-27 20:11:11","3.33.0","2020-09-10 23:20:18"
"NPM","swagger-ui","3.33.0","2020-09-10 23:20:18","3.34.0","2020-09-18 18:46:22"
"NPM","swagger-ui","3.34.0","2020-09-18 18:46:22","3.35.0","2020-10-01 18:14:41"
"NPM","swagger-ui","3.35.0","2020-10-01 18:14:41","3.35.1","2020-10-08 23:06:42"
"NPM","swagger-ui","3.35.1","2020-10-08 23:06:42","3.35.2","2020-10-15 21:07:39"
"NPM","swagger-ui","3.35.2","2020-10-15 21:07:39","3.36.0","2020-10-22 17:41:59"
"NPM","swagger-ui","3.36.0","2020-10-22 17:41:59","3.36.1","2020-10-29 17:39:21"
"NPM","swagger-ui","3.36.1","2020-10-29 17:39:21","3.36.2","2020-11-06 17:40:26"
"NPM","swagger-ui","3.36.2","2020-11-06 17:40:26","3.37.0","2020-11-19 23:36:35"
"NPM","swagger-ui","3.37.0","2020-11-19 23:36:35","3.37.1","2020-11-26 19:43:11"
"NPM","swagger-ui","3.37.1","2020-11-26 19:43:11","3.37.2","2020-11-26 21:19:44"
"NPM","swagger-ui","3.37.2","2020-11-26 21:19:44","3.38.0","2020-12-10 20:44:32"
"NPM","swagger-ui","3.38.0","2020-12-10 20:44:32","3.39.0","2021-01-07 21:16:12"
"NPM","swagger-ui","3.39.0","2021-01-07 21:16:12","3.40.0","2021-01-14 20:20:21"
"NPM","swagger-ui","3.40.0","2021-01-14 20:20:21","3.41.0","2021-01-28 18:09:14"
"NPM","swagger-ui","3.41.0","2021-01-28 18:09:14","3.41.1","2021-01-28 19:56:40"
"NPM","swagger-ui","3.41.1","2021-01-28 19:56:40","3.42.0","2021-02-04 18:21:05"
"NPM","swagger-ui","3.42.0","2021-02-04 18:21:05","3.43.0","2021-02-11 18:53:28"
"NPM","swagger-ui","3.43.0","2021-02-11 18:53:28","3.44.0","2021-02-25 00:28:54"
"NPM","swagger-ui","3.44.0","2021-02-25 00:28:54","3.44.1","2021-03-04 18:13:11"
"NPM","swagger-ui","3.44.1","2021-03-04 18:13:11","3.45.0","2021-03-11 17:20:19"
"NPM","swagger-ui","3.45.0","2021-03-11 17:20:19","3.45.1","2021-03-19 17:14:21"
"NPM","swagger-ui","3.45.1","2021-03-19 17:14:21","3.46.0","2021-03-31 18:50:44"
"NPM","swagger-ui","3.46.0","2021-03-31 18:50:44","3.47.0","2021-04-15 17:52:46"
"NPM","swagger-ui","3.47.0","2021-04-15 17:52:46","3.47.1","2021-04-15 21:56:24"
"NPM","swagger-ui","3.47.1","2021-04-15 21:56:24","3.48.0","2021-04-29 22:10:39"
"NPM","swagger-ui","3.48.0","2021-04-29 22:10:39","3.49.0","2021-05-19 21:54:43"
"NPM","swagger-ui","3.49.0","2021-05-19 21:54:43","3.50.0","2021-06-03 21:00:32"
"NPM","swagger-ui","3.50.0","2021-06-03 21:00:32","3.51.0","2021-06-23 18:34:46"
"NPM","swagger-ui","3.51.0","2021-06-23 18:34:46","3.51.1","2021-06-30 20:42:55"
"NPM","swagger-ui","3.51.1","2021-06-30 20:42:55","3.51.2","2021-07-30 10:10:39"
"NPM","swagger-ui","3.51.2","2021-07-30 10:10:39","3.52.0","2021-08-09 15:14:13"
"NPM","swagger-ui","3.52.0","2021-08-09 15:14:13","3.52.1","2021-09-10 12:04:43"
"NPM","swagger-ui","3.52.1","2021-09-10 12:04:43","3.52.2","2021-09-13 12:46:25"
"NPM","swagger-ui","3.52.2","2021-09-13 12:46:25","3.52.3","2021-09-20 12:12:55"
"NPM","swagger-ui","3.52.3","2021-09-20 12:12:55","3.52.4","2021-10-11 11:48:00"
"NPM","swagger-ui","3.52.4","2021-10-11 11:48:00","3.52.5","2021-10-14 14:25:12"
"NPM","swagger-ui","3.52.5","2021-10-14 14:25:12","4.0.0-beta.0","2021-07-14 15:55:59"
"NPM","swagger-ui","4.0.0-beta.0","2021-07-14 15:55:59","4.0.0-beta.1","2021-07-23 08:06:03"
"NPM","swagger-ui","4.0.0-beta.1","2021-07-23 08:06:03","4.0.0-beta.2","2021-07-30 13:18:58"
"NPM","swagger-ui","4.0.0-beta.2","2021-07-30 13:18:58","4.0.0-beta.3","2021-08-11 14:19:08"
"NPM","swagger-ui","4.0.0-beta.3","2021-08-11 14:19:08","4.0.0-beta.4","2021-08-12 13:26:26"
"NPM","swagger-ui","4.0.0-beta.4","2021-08-12 13:26:26","4.0.0-rc.0","2021-09-10 11:29:06"
"NPM","swagger-ui","4.0.0-rc.0","2021-09-10 11:29:06","4.0.0-rc.1","2021-09-13 11:32:34"
"NPM","swagger-ui","4.0.0-rc.1","2021-09-13 11:32:34","4.0.0-rc.2","2021-09-20 11:42:21"
"NPM","swagger-ui","4.0.0-rc.2","2021-09-20 11:42:21","4.0.0-rc.3","2021-10-11 10:39:16"
"NPM","swagger-ui","4.0.0-rc.3","2021-10-11 10:39:16","4.0.0-rc.4","2021-10-14 13:32:01"
"NPM","swagger-ui","4.0.0-rc.4","2021-10-14 13:32:01","4.0.0","2021-11-03 10:02:32"
"NPM","swagger-ui","4.0.0","2021-11-03 10:02:32","4.0.1","2021-11-04 16:06:16"
"NPM","swagger-ui","4.0.1","2021-11-04 16:06:16","4.1.0","2021-11-08 13:02:26"
"NPM","swagger-ui","4.1.0","2021-11-08 13:02:26","4.1.1","2021-11-25 15:35:04"
"NPM","swagger-ui","4.1.1","2021-11-25 15:35:04","4.1.2","2021-11-26 10:34:47"
"NPM","swagger-ui","4.1.2","2021-11-26 10:34:47","4.1.3","2021-12-10 13:02:34"
"NPM","swagger-ui","4.1.3","2021-12-10 13:02:34","4.2.0","2022-01-19 14:09:30"
"NPM","swagger-ui","4.2.0","2022-01-19 14:09:30","4.2.1","2022-01-19 18:21:05"
"NPM","swagger-ui","4.2.1","2022-01-19 18:21:05","4.3.0","2022-01-25 10:03:11"
"NPM","swagger-ui","4.3.0","2022-01-25 10:03:11","4.4.0","2022-01-27 09:37:47"
"NPM","swagger-ui","4.4.0","2022-01-27 09:37:47","4.4.1","2022-01-31 14:03:07"
"NPM","swagger-ui","4.4.1","2022-01-31 14:03:07","4.5.0","2022-02-04 18:03:49"
"NPM","swagger-ui","4.5.0","2022-02-04 18:03:49","4.5.1","2022-02-19 19:40:38"
"NPM","swagger-ui","4.5.1","2022-02-19 19:40:38","4.5.2","2022-02-21 19:50:22"
"NPM","swagger-ui","4.5.2","2022-02-21 19:50:22","4.6.0","2022-03-01 21:43:13"
"NPM","swagger-ui","4.6.0","2022-03-01 21:43:13","4.6.1","2022-03-02 21:44:05"
"NPM","swagger-ui","4.6.1","2022-03-02 21:44:05","4.6.2","2022-03-10 11:36:37"
"NPM","swagger-ui","4.6.2","2022-03-10 11:36:37","4.7.0","2022-03-22 09:41:30"
